,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
908,Steven Taylor,Female,60,Food and Culinary Tour,Cold,High,Leisure,4,0,13,June,Airplane
909,Darrell Pollard,Female,64,Science and Astronomy Tour,Cold,High,Leisure,5,0,9,January,Car
910,Nancy Gonzalez,Male,41,Historical Sites,Hot,Low,Leisure,1,0,14,June,Ferry
911,Brandi Page,Male,59,City,Cold,Medium,Business,1,0,9,May,Bus
912,Jennifer Leonard,Female,43,Arctic Expedition,Hot,High,Leisure,4,1,7,January,Bus
913,Catherine Barnes,Female,52,Music and Festival Tour,Cold,Medium,Business,3,0,5,May,Ferry
914,Alejandro Kirby,Male,58,Yoga and Wellness Retreat,Cold,Low,Leisure,2,0,4,December,Bus
915,Janet Rose,Female,49,Desert,Hot,High,Leisure,5,1,5,May,Car
916,Christopher Brown,Male,36,Beach,Hot,Low,Business,2,0,1,June,Ferry
917,Jeffery Butler,Female,23,Music and Festival Tour,Warm,Low,Leisure,5,0,13,February,Bus
918,Ronald Graham,Male,21,Desert,Cold,Medium,Leisure,1,1,7,November,Airplane
919,Anthony Hutchinson,Male,50,Desert,Warm,Medium,Business,3,1,3,January,Train
920,Michelle Scott,Female,31,Mountain,Warm,High,Leisure,3,0,12,June,Airplane
921,Lori Randall,Female,39,Forest,Cold,Medium,Business,4,0,12,February,Airplane
922,Lisa Wright,Female,46,Island,Warm,Medium,Business,1,0,10,February,Ferry
923,Lori Chapman,Female,39,Forest,Cold,Medium,Leisure,3,0,5,October,Airplane
924,Robert Banks,Female,52,Music and Festival Tour,Warm,High,Business,1,0,10,May,Ferry
925,Meredith Bell,Female,23,Fishing Village,Cold,High,Leisure,2,1,2,July,Train
926,Derek Compton,Female,58,Historical Sites,Warm,High,Business,5,0,11,June,Car
927,Joy Bell,Female,23,Countryside,Hot,High,Leisure,1,1,6,June,Car
928,Ross Martin,Male,47,Island,Warm,Medium,Business,1,0,9,May,Airplane
929,Jennifer Myers,Male,42,Theme Park,Warm,High,Business,2,0,3,April,Ferry
930,James Patton,Male,37,Fishing Village,Cold,Medium,Leisure,4,1,7,November,Train
931,Ryan Cowan,Male,40,Arctic Expedition,Warm,Low,Leisure,4,1,2,February,Ferry
932,Brian Andersen,Female,56,Winery,Cold,High,Leisure,5,1,10,October,Car
933,Ariel Price,Male,38,Cruise,Hot,Low,Business,1,1,5,February,Car
934,David Clark,Male,57,Shopping Extravaganza,Warm,Medium,Business,5,1,10,December,Ferry
935,Frank Evans,Male,54,City,Cold,Low,Business,3,0,4,August,Bus
936,Robert Foster,Male,38,Volcano Exploration,Cold,High,Leisure,4,1,5,April,Car
937,Natalie Gallegos,Male,47,Cruise,Cold,High,Leisure,2,0,12,August,Bus
938,David Ray,Male,21,Beach,Hot,Medium,Leisure,2,1,1,October,Train
939,Gerald Larsen,Male,30,Shopping Extravaganza,Cold,Low,Leisure,2,1,3,August,Train
940,Jenny Lopez,Male,31,Theme Park,Cold,High,Business,2,0,1,December,Car
941,Phillip Moore,Male,36,Shopping Extravaganza,Warm,High,Leisure,3,0,14,May,Ferry
942,Eric Cochran,Male,60,Village,Cold,Low,Leisure,5,0,3,July,Airplane
943,Douglas Smith,Male,48,Photography Expedition,Warm,High,Business,2,0,6,May,Airplane
944,Stephanie Scott,Female,19,Music and Festival Tour,Cold,Low,Business,3,0,10,January,Bus
945,Patricia Hurley,Male,35,City,Hot,Medium,Business,1,1,13,November,Ferry
946,Brent Henderson,Male,38,Forest,Warm,Low,Leisure,4,0,3,November,Airplane
947,Emily Scott,Female,19,Jungle,Cold,High,Leisure,1,0,11,October,Car
948,Jordan Cole,Female,34,Wildlife Safari,Cold,Low,Business,1,1,12,August,Car
949,Maria Crawford,Female,37,Yoga and Wellness Retreat,Hot,High,Leisure,3,0,6,May,Car
950,Matthew Cline,Male,59,Adventure Sports,Hot,Low,Business,3,0,5,August,Bus
951,Jessica Lee,Male,48,Mountain,Hot,Medium,Business,2,1,9,April,Airplane
952,Barbara Howard,Female,45,Photography Expedition,Hot,Medium,Leisure,5,0,7,January,Train
953,Kevin Lawrence,Female,44,Countryside,Hot,Low,Leisure,1,0,2,March,Bus
954,Karen Braun,Male,18,Science and Astronomy Tour,Hot,Low,Leisure,2,1,7,April,Ferry
955,Pamela Gibson,Female,30,Cruise,Hot,High,Leisure,1,0,7,January,Airplane
956,Sheila Mcgee,Male,26,Forest,Hot,High,Leisure,5,1,10,October,Airplane
957,Amanda Wilson,Female,56,Fishing Village,Warm,Medium,Leisure,1,0,8,February,Car
958,Jesse Romero,Male,56,Music and Festival Tour,Hot,High,Leisure,2,0,9,July,Airplane
959,Jennifer Mitchell,Male,31,Theme Park,Cold,Medium,Business,1,0,8,October,Car
960,Kristi Moreno,Female,51,Winery,Cold,Low,Leisure,4,0,12,February,Ferry
961,Christopher Vasquez,Female,23,Art and Architecture Tour,Warm,Low,Business,1,1,1,September,Airplane
962,Richard Solis,Female,34,Jungle,Warm,Low,Leisure,4,0,13,November,Ferry
963,Michael Moore,Male,54,Cultural Experience,Cold,Low,Leisure,5,1,2,September,Airplane
964,Clayton Allen,Male,40,Jungle,Warm,Medium,Leisure,5,1,11,December,Train
965,Eric Freeman,Male,58,Lake,Cold,High,Business,3,1,8,February,Airplane
966,Austin Baldwin,Female,34,Food and Culinary Tour,Hot,Low,Business,4,0,14,June,Bus
967,Kellie Mckinney,Male,23,Adventure Sports,Warm,Low,Business,1,0,10,May,Bus
968,Ann Knight,Male,29,Winery,Cold,Medium,Leisure,3,1,6,September,Ferry
969,Samantha Smith,Female,46,Village,Cold,Low,Business,5,0,1,August,Airplane
970,Sandra Poole,Male,33,Island,Warm,Medium,Leisure,2,0,7,March,Bus
971,Sandra Poole,Male,51,Lake,Cold,Medium,Leisure,4,0,6,June,Airplane
972,Vanessa Cowan,Male,48,Winery,Warm,Low,Leisure,1,1,7,May,Airplane
973,Jessica Golden,Female,27,National Park,Cold,High,Business,2,1,14,February,Ferry
974,Brian Johnson,Female,19,Jungle,Hot,Low,Leisure,1,1,13,September,Ferry
975,Julian White,Male,58,Theme Park,Cold,High,Business,1,0,7,November,Car
976,Megan Martin,Male,63,Science and Astronomy Tour,Warm,High,Leisure,3,0,12,March,Car
977,Gabrielle Walker,Female,21,Jungle,Hot,Medium,Business,4,1,4,January,Train
978,Steven White,Female,25,Food and Culinary Tour,Hot,Medium,Business,4,1,8,March,Airplane
979,Autumn Poole,Female,39,Historical Sites,Hot,Medium,Business,2,0,10,April,Bus
980,Philip Davis,Male,27,Fishing Village,Cold,Medium,Business,4,1,13,July,Bus
981,Luis Camacho,Male,37,Mountain,Cold,Medium,Leisure,5,1,1,May,Bus
982,Angela Hickman,Male,52,Theme Park,Cold,High,Leisure,1,0,5,September,Car
983,Marie Adams,Male,25,Food and Culinary Tour,Warm,Medium,Business,1,1,8,June,Car
984,David Mason,Male,43,Spa Retreat,Cold,Medium,Leisure,1,0,12,October,Bus
985,Bradley Graves,Male,31,Countryside,Warm,Low,Business,5,0,14,March,Airplane
986,Jeffrey Baker,Male,42,Spa Retreat,Cold,Low,Leisure,1,1,4,August,Ferry
987,Robert Walker,Male,23,Historical Sites,Warm,Low,Leisure,4,0,12,December,Airplane
988,Melissa Morris,Male,27,Shopping Extravaganza,Hot,Low,Leisure,1,0,11,May,Bus
989,Lucas Garcia,Female,62,Lake,Hot,Medium,Business,2,1,5,April,Bus
990,Robert Garcia,Male,63,Beach,Cold,High,Leisure,5,0,2,July,Airplane
991,Linda Hampton,Female,55,Adventure Sports,Warm,Low,Leisure,5,0,10,June,Train
992,Chris West,Female,48,Art and Architecture Tour,Cold,Medium,Business,2,1,7,August,Car
993,Joel Martinez,Female,62,Yoga and Wellness Retreat,Hot,Low,Business,5,0,9,January,Ferry
994,Amy Riley,Female,60,Wildlife Safari,Warm,Low,Business,3,1,9,July,Ferry
995,Mark Trevino,Male,50,Spa Retreat,Hot,High,Business,5,0,11,February,Bus
996,Mary Barnett,Female,22,Shopping Extravaganza,Hot,Medium,Leisure,4,0,9,August,Airplane
997,Andrew Cochran DDS,Female,31,Winery,Cold,Medium,Leisure,5,0,6,April,Train
998,Kenneth Ewing,Male,46,Village,Hot,Low,Business,1,1,12,November,Airplane
999,Juan Richardson,Female,51,National Park,Cold,Low,Leisure,3,1,2,December,Train
1000,Walter Villegas,Male,64,Mountain,Warm,High,Business,3,1,6,April,Ferry
1001,Andrew Finley,Female,38,Beach,Hot,Low,Business,3,1,9,January,Airplane
1002,Denise Martin,Female,60,Village,Hot,Medium,Business,1,1,5,April,Bus
1003,Gabriela Moore,Male,41,City,Hot,Low,Business,3,1,4,January,Train
1004,Susan Ramirez,Female,62,Science and Astronomy Tour,Warm,Medium,Business,4,1,12,April,Ferry
1005,Bradley Mathews,Female,21,Volcano Exploration,Warm,High,Business,1,1,7,October,Ferry
1006,Steven Harris,Female,46,Cruise,Cold,High,Business,3,1,11,September,Ferry
1007,Shannon Adams,Male,20,National Park,Hot,Medium,Leisure,1,1,13,October,Airplane
1008,William Burgess,Male,26,Ski Resort,Hot,Low,Leisure,5,1,13,June,Bus
1009,Jeffrey Rhodes,Male,56,Science and Astronomy Tour,Cold,Medium,Leisure,4,1,11,February,Airplane
1010,Tyler Rodgers,Male,27,Photography Expedition,Cold,Low,Leisure,4,1,9,December,Train
1011,Dr. Robert Beck,Female,62,Historical Sites,Hot,Low,Business,5,1,14,July,Airplane
1012,Walter Waters,Female,29,Village,Hot,Medium,Business,1,0,12,October,Car
1013,Monica Phillips,Male,33,City,Hot,Low,Business,4,1,9,December,Bus
1014,Marcus Taylor,Male,26,Historical Sites,Cold,Medium,Leisure,5,1,5,June,Airplane
1015,Megan Rowland,Female,40,Winery,Hot,Medium,Leisure,1,1,2,September,Airplane
1016,Allison Anderson,Male,62,Art and Architecture Tour,Cold,Medium,Business,2,0,5,October,Airplane
1017,John Warren,Male,26,Spa Retreat,Warm,Medium,Business,3,0,8,September,Ferry
1018,John Gibson,Male,50,Volcano Exploration,Hot,Low,Business,2,1,12,December,Airplane
1019,Debbie Mcdonald,Female,36,Volcano Exploration,Hot,Medium,Business,3,0,5,March,Airplane
1020,Kenneth Goodman,Female,48,Theme Park,Hot,Low,Business,1,0,12,January,Airplane
1021,Timothy Turner,Female,25,Mountain,Cold,Low,Leisure,3,1,4,November,Car
1022,Louis Howard,Male,36,Village,Hot,Medium,Business,5,0,7,October,Train
1023,Elizabeth Love,Female,26,Religious Pilgrimage,Cold,Medium,Business,5,1,10,July,Ferry
1024,Cody Brewer,Female,48,City,Cold,Medium,Leisure,4,0,1,November,Car
1025,Angela Kennedy,Female,24,Forest,Hot,Medium,Business,3,1,5,October,Car
1026,Zachary Harris,Male,27,Village,Warm,Low,Leisure,2,1,7,August,Airplane
1027,Taylor Johnson,Male,59,Cruise,Cold,Medium,Business,5,1,10,February,Ferry
1028,Robert Wall,Female,40,Adventure Sports,Cold,High,Business,1,1,1,August,Ferry
1029,Kiara Perez,Male,59,Spa Retreat,Hot,Low,Leisure,5,0,12,February,Ferry
1030,Jennifer Gonzalez,Male,50,Religious Pilgrimage,Hot,Low,Business,1,1,2,November,Bus
1031,Jared Walsh,Female,54,Beach,Hot,Low,Business,2,0,8,October,Ferry
1032,Tammy Hogan,Female,50,Cultural Experience,Cold,Medium,Business,1,1,7,March,Bus
1033,Kelly Love,Female,28,Cultural Experience,Hot,Low,Business,5,0,9,July,Bus
1034,Amy Thomas,Male,47,Cruise,Warm,High,Business,2,0,1,March,Car
1035,Jeanne Rollins,Male,40,Religious Pilgrimage,Hot,Medium,Leisure,2,0,9,June,Airplane
1036,Angela Baker,Male,41,Cultural Experience,Cold,Low,Leisure,4,0,14,August,Bus
1037,Michael Clarke,Female,32,Desert,Cold,Low,Business,5,0,1,December,Train
1038,Kathryn Ballard,Male,27,Science and Astronomy Tour,Cold,Medium,Leisure,2,0,6,April,Airplane
1039,Sandra White,Male,27,Adventure Sports,Cold,Medium,Business,4,0,6,March,Car
1040,Shawn Hooper,Female,21,Art and Architecture Tour,Warm,High,Leisure,4,0,12,February,Bus
1041,Donald Webb,Male,18,Volcano Exploration,Warm,High,Business,5,1,3,September,Bus
1042,Joel Jacobson,Female,49,Theme Park,Warm,High,Business,3,0,12,August,Bus
1043,Alexis Gonzalez,Female,41,Spa Retreat,Warm,Low,Leisure,2,0,14,December,Bus
1044,Jacob Gross,Male,21,Theme Park,Hot,Medium,Leisure,2,0,8,December,Airplane
1045,Jean David,Male,38,Cultural Experience,Warm,High,Business,1,0,4,August,Car
1046,Deborah Jones,Male,39,Shopping Extravaganza,Hot,High,Leisure,1,0,2,August,Ferry
1047,Lori Franco,Female,21,Cruise,Hot,Low,Business,5,1,4,July,Train
1048,Molly Green,Male,48,Cultural Experience,Cold,High,Business,2,0,12,December,Car
1049,Paul Bartlett,Male,50,Spa Retreat,Warm,Medium,Leisure,3,0,12,September,Airplane
1050,Lisa Tucker,Male,39,Adventure Sports,Cold,Low,Leisure,2,0,4,September,Bus
1051,Angela Kennedy,Female,18,Photography Expedition,Cold,High,Business,3,1,2,October,Car
1052,Michael Marks,Female,34,Adventure Sports,Cold,Low,Leisure,1,1,12,March,Airplane
1053,Amber Meyer,Male,29,City,Warm,High,Leisure,5,0,4,May,Airplane
1054,Latasha Wyatt,Female,56,Wildlife Safari,Cold,Medium,Leisure,5,0,8,December,Bus
1055,Eric Gonzalez,Male,24,Theme Park,Cold,Low,Leisure,5,1,8,August,Ferry
1056,Alex Price,Male,41,Lake,Hot,Low,Leisure,2,0,1,August,Car
1057,Gary Garza,Female,35,Adventure Sports,Hot,Low,Leisure,4,0,10,March,Bus
1058,Margaret Williamson,Male,33,Beach,Cold,High,Business,1,0,2,June,Car
1059,Jeanne Jones,Male,60,Countryside,Warm,Medium,Leisure,2,1,8,May,Airplane
1060,Kathleen Crawford,Male,60,Winery,Cold,High,Leisure,5,1,7,March,Train
1061,Anthony Mathews,Female,18,Volcano Exploration,Warm,Low,Leisure,1,1,14,July,Airplane
1062,Brian Glenn,Female,18,Art and Architecture Tour,Warm,Low,Leisure,5,1,5,December,Train
1063,Erica Lewis,Male,34,Winery,Cold,Low,Leisure,2,0,9,March,Train
1064,Cindy Fisher,Female,63,Island,Warm,Medium,Business,5,0,13,December,Airplane
1065,Justin Carter,Female,21,Adventure Sports,Warm,High,Leisure,5,1,1,December,Bus
1066,Stephen Hansen,Female,63,Cruise,Warm,High,Leisure,4,1,10,March,Car
1067,Jennifer Sweeney,Male,59,Arctic Expedition,Warm,High,Business,5,0,7,June,Bus
1068,Jose Anderson,Male,46,Shopping Extravaganza,Warm,High,Business,4,0,5,October,Ferry
1069,Colton Holmes,Female,40,Beach,Hot,Medium,Leisure,1,1,2,December,Airplane
1070,Christina Rosario,Female,18,Beach,Cold,Low,Leisure,3,1,2,November,Car
1071,Darrell Neal,Female,51,Religious Pilgrimage,Warm,Medium,Leisure,4,0,8,December,Ferry
1072,Kaitlyn Wells,Female,33,Wildlife Safari,Cold,High,Business,2,1,4,December,Bus
1073,Ricardo Harper,Male,54,Countryside,Cold,Medium,Leisure,2,1,8,October,Airplane
1074,Kim Schmidt,Female,62,Island,Warm,Medium,Business,1,0,8,March,Ferry
1075,Renee Adams,Male,24,Arctic Expedition,Warm,Low,Business,2,1,9,July,Car
1076,Jeffrey White,Male,62,Wildlife Safari,Warm,Low,Business,3,0,8,October,Bus
1077,Christopher Weaver,Male,54,Shopping Extravaganza,Hot,High,Business,1,0,14,March,Car
1078,Melissa Barry,Male,45,Adventure Sports,Cold,High,Business,1,1,1,November,Airplane
1079,Cindy Watkins,Female,24,Adventure Sports,Hot,Medium,Business,4,1,9,October,Car
1080,Jeffrey Haynes,Female,24,Lake,Warm,High,Leisure,2,1,12,June,Airplane
1081,Debra Nelson,Female,64,Mountain,Warm,High,Business,3,1,6,June,Car
1082,Julia Snyder,Male,49,Adventure Sports,Cold,Low,Leisure,2,1,5,July,Train
1083,Mrs. Samantha Fisher,Female,45,Island,Hot,Medium,Business,2,1,8,April,Car
1084,Kenneth Schaefer,Female,52,Cultural Experience,Hot,Medium,Leisure,3,0,14,September,Bus
1085,Noah Patel,Male,42,Shopping Extravaganza,Hot,Low,Leisure,3,0,14,February,Ferry
1086,Elizabeth Kim,Female,37,Arctic Expedition,Cold,High,Leisure,3,1,9,August,Airplane
1087,Megan Boyd,Female,22,Theme Park,Cold,Low,Business,4,1,2,November,Ferry
1088,Jonathan Esparza,Male,29,Yoga and Wellness Retreat,Hot,Medium,Leisure,5,0,13,April,Car
1089,Michael Rowe,Male,25,Lake,Cold,Low,Leisure,4,1,4,February,Car
1090,David Shaffer,Male,50,Arctic Expedition,Hot,High,Leisure,3,0,2,June,Airplane
1091,Anthony Mathews,Male,32,Arctic Expedition,Hot,High,Business,5,1,11,January,Car
1092,Nicholas Hines,Female,58,Arctic Expedition,Hot,Low,Business,1,0,13,May,Airplane
1093,Destiny Wright,Female,46,Winery,Hot,Medium,Leisure,4,0,13,May,Train
1094,Tina Edwards,Male,50,Photography Expedition,Cold,Low,Business,1,0,2,June,Ferry
1095,Daniel Bush,Female,22,Arctic Expedition,Warm,Medium,Leisure,4,1,7,August,Train
1096,Lori Perez,Female,52,Cruise,Hot,High,Business,2,0,5,December,Ferry
1097,Molly Rogers,Male,50,City,Warm,High,Business,1,1,13,June,Train
1098,Corey Allison,Male,30,Wildlife Safari,Warm,Low,Leisure,2,0,6,October,Train
1099,Willie Meza,Male,64,Desert,Hot,Low,Leisure,3,0,11,August,Bus
1100,Anna Harris,Male,50,City,Cold,Medium,Business,3,1,7,December,Airplane
1101,Mary Gill,Female,19,Lake,Warm,Medium,Leisure,2,0,11,September,Airplane
1102,Sharon Peterson,Female,20,Theme Park,Cold,High,Leisure,4,0,7,April,Airplane
1103,Malik Williams,Male,64,Historical Sites,Warm,Medium,Business,2,0,7,March,Train
1104,Dale Cohen,Male,41,Music and Festival Tour,Warm,High,Business,3,0,14,March,Bus
1105,Julie Flores,Female,35,Lake,Hot,Medium,Business,3,0,6,July,Train
1106,Andrew Vargas,Male,55,Beach,Cold,High,Leisure,5,1,10,May,Bus
1107,Tyrone Small,Male,23,Forest,Hot,High,Leisure,3,0,4,July,Car
1108,Andrew Larson,Male,43,Photography Expedition,Cold,Medium,Business,3,0,3,June,Train
1109,Mr. James Adams,Female,19,Cultural Experience,Hot,Medium,Leisure,5,1,2,June,Car
1110,Mark Olson,Male,57,Village,Cold,High,Leisure,5,1,4,December,Bus
1111,Maria Green,Male,38,Photography Expedition,Warm,Low,Leisure,1,0,6,December,Car
1112,Gregory Phillips,Male,21,Historical Sites,Hot,Medium,Leisure,3,0,14,April,Train
1113,Scott Hutchinson,Male,54,Beach,Hot,Low,Leisure,4,1,13,August,Train
1114,Tara Gardner,Female,40,Jungle,Hot,High,Leisure,4,0,2,January,Train
1115,Breanna Stewart,Female,56,Arctic Expedition,Warm,Medium,Leisure,4,0,2,July,Airplane
1116,Judy Durham,Female,54,Island,Hot,Medium,Leisure,4,0,12,June,Car
1117,Philip Smith PhD,Female,49,Beach,Warm,Low,Leisure,3,1,1,March,Bus
1118,Steven Fernandez,Female,63,Food and Culinary Tour,Hot,High,Business,3,0,3,March,Bus
1119,Paul Thomas,Female,57,Arctic Expedition,Hot,Low,Business,3,1,7,October,Train
1120,Jonathon Johnson,Male,36,Lake,Cold,Low,Business,1,0,12,May,Car
1121,Matthew Hunt,Female,51,Cultural Experience,Warm,High,Leisure,1,0,1,June,Airplane
1122,Todd Palmer,Female,64,Mountain,Cold,Low,Leisure,1,1,1,February,Bus
1123,Janice Clarke,Female,20,Cruise,Hot,Medium,Leisure,2,1,9,December,Car
1124,Melissa Kirk,Female,41,Jungle,Warm,Low,Leisure,5,0,7,May,Ferry
1125,Renee Richards,Female,27,Island,Cold,Low,Business,1,0,8,November,Ferry
1126,Jennifer Ray,Female,20,Jungle,Warm,Low,Business,1,0,3,November,Bus
1127,Yolanda Sutton,Male,57,Mountain,Cold,Low,Leisure,2,1,3,April,Train
1128,Emma Thomas,Male,51,Cultural Experience,Warm,Low,Business,3,0,5,June,Car
1129,Chelsea Carter,Female,44,Food and Culinary Tour,Hot,Medium,Leisure,4,1,1,February,Car
1130,Adam Whitehead,Male,61,Ski Resort,Warm,Medium,Business,3,1,7,May,Bus
1131,Gregory Hernandez,Female,36,Religious Pilgrimage,Hot,Medium,Leisure,2,0,10,April,Train
1132,Rachel Smith,Female,42,Forest,Hot,Medium,Business,3,1,12,February,Bus
1133,Erin Avery,Male,50,Yoga and Wellness Retreat,Cold,High,Leisure,3,0,14,May,Car
1134,Victoria Sandoval,Male,24,Fishing Village,Warm,Low,Business,5,1,2,December,Ferry
1135,Gavin Tucker,Female,59,Fishing Village,Hot,Low,Leisure,4,1,3,December,Bus
1136,Tracey Daniels,Female,30,Theme Park,Hot,High,Business,2,0,13,April,Train
1137,Jackie Mccullough,Male,48,Countryside,Cold,Medium,Leisure,2,1,9,July,Airplane
1138,Jessica Moore,Female,52,Island,Warm,Medium,Business,1,1,4,April,Car
1139,Catherine Garcia,Male,33,Theme Park,Warm,Low,Leisure,4,0,6,November,Ferry
1140,Martha Alvarez,Female,45,Adventure Sports,Hot,Medium,Leisure,4,1,2,March,Airplane
1141,Ronald Clark,Female,63,Cruise,Cold,Low,Leisure,1,1,5,February,Ferry
1142,Sandra Walker,Female,64,Forest,Warm,Medium,Leisure,3,1,2,July,Bus
1143,Hannah Smith,Female,18,City,Warm,High,Leisure,5,1,4,November,Airplane
1144,Olivia Jimenez,Female,55,Winery,Warm,Low,Leisure,3,0,10,October,Train
1145,James Hanson,Male,30,Cruise,Hot,Low,Business,2,0,11,March,Airplane
1146,Tracy Cohen,Male,21,Countryside,Cold,Medium,Business,3,0,13,July,Bus
1147,John Richardson,Male,28,Fishing Village,Warm,Medium,Business,2,1,1,September,Train
1148,Melissa Lopez,Female,53,Cultural Experience,Hot,Medium,Business,5,1,13,June,Train
1149,Deborah Coffey,Female,62,Lake,Cold,Medium,Leisure,1,1,9,June,Car
1150,Amanda Hopkins,Female,42,Arctic Expedition,Hot,High,Business,4,1,8,September,Car
1151,Nancy Perry,Female,60,Mountain,Warm,High,Leisure,2,0,9,February,Ferry
1152,Melissa Turner,Female,44,City,Hot,High,Leisure,2,1,6,November,Train
1153,Michael Fox,Male,22,Winery,Hot,High,Business,4,1,4,March,Bus
1154,Bryan Hodge,Female,39,Shopping Extravaganza,Hot,Medium,Leisure,3,0,1,October,Bus
1155,Gary Stone,Female,41,Yoga and Wellness Retreat,Cold,Low,Business,2,1,12,November,Ferry
1156,Tonya Walker,Female,58,Shopping Extravaganza,Hot,Medium,Business,3,1,6,May,Bus
1157,Tyrone Small,Male,35,Beach,Cold,Medium,Leisure,1,1,11,April,Car
1158,Carrie Ochoa,Female,32,Desert,Hot,Medium,Leisure,5,0,12,December,Airplane
1159,Matthew Webster,Male,54,Beach,Cold,Medium,Leisure,3,1,13,February,Car
1160,Brian Avila,Male,29,Food and Culinary Tour,Warm,Medium,Leisure,3,0,14,March,Car
1161,Mark Atkins Jr.,Male,39,Historical Sites,Warm,High,Leisure,1,1,1,December,Car
1162,Lisa White,Female,32,Arctic Expedition,Hot,High,Leisure,5,0,12,August,Ferry
1163,Steven Fuller,Female,28,Music and Festival Tour,Cold,Low,Leisure,5,0,6,January,Train
1164,Henry Foster II,Male,53,Shopping Extravaganza,Cold,High,Leisure,3,1,6,October,Train
1165,Jacob Gross,Female,29,National Park,Hot,Low,Leisure,1,0,8,October,Airplane
1166,Gina West,Male,63,Lake,Warm,High,Business,1,1,11,July,Bus
1167,Jessica Brown,Male,38,Yoga and Wellness Retreat,Cold,High,Leisure,1,1,13,December,Bus
1168,Ms. Judith Casey,Female,47,Volcano Exploration,Warm,Low,Business,4,1,10,August,Train
1169,Sarah Chapman,Male,38,Adventure Sports,Warm,Medium,Business,2,0,13,June,Bus
1170,Nicholas Griffith,Female,60,Art and Architecture Tour,Warm,Low,Business,3,0,4,March,Bus
1171,Thomas Hughes,Male,24,Forest,Warm,Medium,Business,1,0,1,January,Ferry
1172,Charles Villa,Male,39,National Park,Warm,High,Leisure,4,0,8,March,Car
1173,Kristen Schmidt,Male,30,Countryside,Hot,Medium,Business,5,0,14,July,Train
1174,Scott Jones,Female,21,Jungle,Hot,Low,Business,3,1,10,December,Train
1175,Sandra Mendoza,Female,47,Yoga and Wellness Retreat,Warm,Medium,Business,5,0,5,May,Ferry
1176,Brooke Jacobs,Male,39,City,Cold,Medium,Leisure,3,1,2,December,Airplane
1177,Christine Green,Female,28,Village,Warm,High,Business,2,0,8,August,Bus
1178,Kevin Willis,Male,28,Yoga and Wellness Retreat,Hot,Low,Business,5,1,6,April,Airplane
1179,Kaitlin Mills,Male,21,Village,Hot,Medium,Leisure,1,1,4,November,Ferry
1180,Jeffrey Wright,Female,59,Theme Park,Hot,High,Business,2,0,10,March,Ferry
1181,Melinda Mercer,Female,38,Shopping Extravaganza,Hot,Medium,Leisure,1,0,9,March,Bus
1182,Todd Mcintyre,Female,39,Food and Culinary Tour,Cold,Low,Leisure,1,1,6,February,Bus
1183,Stephanie Campbell,Male,20,Theme Park,Hot,High,Leisure,1,0,1,April,Car
1184,Krista Thomas,Male,61,Photography Expedition,Warm,Medium,Business,3,1,9,August,Ferry
1185,Sandra Farrell DDS,Female,41,Fishing Village,Warm,Low,Leisure,5,1,7,July,Ferry
1186,Samuel Sanchez,Male,31,Jungle,Cold,Low,Business,3,0,7,January,Car
1187,Shannon Richards,Male,37,Religious Pilgrimage,Hot,High,Leisure,1,1,2,November,Airplane
1188,Terry Estrada,Female,52,Wildlife Safari,Hot,High,Leisure,1,0,7,December,Car
1189,Sandra Finley,Female,18,Theme Park,Warm,Medium,Business,1,1,7,September,Train
1190,Christine Barnes,Female,33,Desert,Hot,High,Business,4,0,9,March,Bus
1191,Melissa Gray,Male,20,Mountain,Cold,High,Business,3,1,11,June,Ferry
1192,Jacob Long,Male,44,Science and Astronomy Tour,Warm,Medium,Business,3,0,5,August,Airplane
1193,Darryl Hill,Female,21,Cultural Experience,Warm,Low,Leisure,5,0,1,June,Airplane
1194,Olivia Ibarra,Female,34,Wildlife Safari,Cold,High,Business,5,1,5,July,Airplane
1195,Jessica Wu,Male,62,Music and Festival Tour,Warm,High,Leisure,2,1,4,June,Train
1196,Yolanda Peterson,Male,37,Winery,Hot,High,Leisure,3,0,8,February,Train
1197,Jerry Dunn,Male,45,Countryside,Cold,Low,Business,2,1,11,April,Train
1198,Kerri Kelly,Male,62,Art and Architecture Tour,Hot,Medium,Business,3,1,9,September,Ferry
1199,Robert Boyle,Male,42,Spa Retreat,Hot,High,Business,3,1,11,March,Car
1200,Kimberly Brown,Male,63,Jungle,Hot,High,Business,5,1,13,November,Car
1201,Megan Prince,Male,50,Food and Culinary Tour,Cold,Medium,Leisure,3,0,10,February,Airplane
1202,Lauren Hayes,Male,32,Religious Pilgrimage,Warm,Medium,Business,3,1,11,April,Bus
1203,David Ray,Male,29,Countryside,Cold,High,Business,3,1,10,February,Ferry
1204,Jacob Young,Male,33,Food and Culinary Tour,Hot,High,Leisure,2,0,9,February,Bus
1205,Jonathan Wilson,Female,43,Countryside,Cold,High,Business,5,1,9,August,Car
1206,Jill Thompson,Female,20,Adventure Sports,Hot,Medium,Business,5,1,10,August,Airplane
1207,Jordan Hooper,Female,34,Religious Pilgrimage,Hot,High,Leisure,5,1,12,May,Bus
1208,John Black,Female,55,Cruise,Cold,High,Business,5,0,8,November,Train
1209,Christopher Sellers,Male,20,Historical Sites,Warm,Low,Leisure,3,0,2,October,Ferry
