,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
1364,Philip Carter DVM,Male,30,Ski Resort,Cold,High,Business,2,0,1,August,Train,Drawing,EN
1365,James Russell,Male,19,Lake,Warm,High,Business,5,1,6,August,Bus,Photography,EN
1366,David Costa,Male,39,Photography Expedition,Hot,High,Leisure,1,0,10,June,Bus,Climbing,ZH
1367,Ashley Conley,Female,60,Mountain,Warm,Low,Leisure,1,1,2,June,Airplane,Climbing,EN
1368,Ashley Solis,Male,45,City,Cold,High,Business,4,0,11,August,Bus,Drawing,FR
1369,Julie Perez,Male,39,Winery,Cold,Low,Business,3,0,7,August,Airplane,Climbing,ZH
1370,Lynn Shepard,Male,54,Photography Expedition,Cold,Medium,Leisure,1,1,4,June,Airplane,Drawing,ZH
1371,Mr. Randy Hodges,Female,54,Photography Expedition,Warm,High,Leisure,4,1,5,June,Airplane,Drawing,ZH
1372,Thomas Gibson,Male,62,Ski Resort,Warm,High,Business,3,0,2,July,Ferry,Gaming,FR
1373,Jacqueline Allison,Female,45,Spa Retreat,Hot,High,Leisure,2,0,9,June,Bus,Photography,FR
1374,Marc Brown,Male,33,Countryside,Hot,High,Leisure,4,0,7,August,Bus,Photography,ZH
1375,Sonya Mcdonald,Female,51,Lake,Warm,Low,Business,1,1,3,June,Airplane,Photography,ZH
1376,Jordan Williams,Male,52,City,Warm,Low,Business,1,1,4,August,Ferry,Photography,ZH
1377,Brianna Sanchez,Female,41,Lake,Warm,Low,Leisure,1,1,14,July,Airplane,Drawing,FR
1378,Matthew Chung,Female,47,City,Cold,Low,Business,2,0,5,June,Bus,Gaming,FR
1379,Samantha Oneal,Male,46,Village,Hot,High,Business,4,1,4,June,Ferry,Climbing,FR
1380,Pamela Howe,Male,32,Countryside,Cold,Medium,Leisure,1,0,3,August,Car,Photography,EN
1381,Craig Goodwin,Male,34,Spa Retreat,Hot,Medium,Business,1,1,5,July,Bus,Climbing,ZH
1382,Dale Atkinson,Male,25,Village,Warm,Medium,Business,4,0,12,July,Bus,Photography,ZH
1383,Jodi Morris,Male,63,Spa Retreat,Cold,Low,Leisure,4,1,1,August,Ferry,Photography,FR
1384,Tamara Brock,Male,55,Mountain,Hot,High,Leisure,2,0,2,June,Train,Climbing,EN
1385,Ashley Jones,Female,49,Island,Hot,Low,Leisure,1,0,4,August,Ferry,Photography,FR
1386,Isaac Harris,Male,34,Mountain,Warm,Medium,Leisure,2,1,14,July,Ferry,Climbing,EN
1387,Derrick Kelley,Female,21,Spa Retreat,Hot,Medium,Business,3,0,8,June,Bus,Climbing,FR
1388,Cody Rivera,Male,49,Lake,Warm,Low,Business,1,0,14,August,Airplane,Photography,ZH
1389,James Hopkins,Male,37,City,Warm,Medium,Business,3,1,13,August,Airplane,Photography,FR
1390,Randall Sullivan,Female,47,Ski Resort,Hot,Medium,Business,5,1,14,July,Train,Climbing,EN
1391,Diane Howell,Female,55,City,Hot,Medium,Leisure,5,1,6,August,Bus,Drawing,FR
1392,Ashley Sampson,Male,64,Island,Hot,High,Business,3,0,3,August,Car,Photography,EN
1393,Madison Delgado,Male,56,Countryside,Hot,Low,Business,4,1,5,August,Train,Gaming,EN
1394,Valerie Middleton,Female,26,Island,Warm,Medium,Leisure,2,1,10,August,Car,Drawing,ZH
1395,Michelle Smith,Female,33,Winery,Warm,Medium,Business,1,0,3,July,Airplane,Climbing,ZH
1396,Melanie Harris,Male,48,Village,Cold,High,Leisure,4,0,14,July,Ferry,Climbing,FR
1397,Gregory Weaver,Female,37,Lake,Cold,Medium,Business,2,0,9,August,Ferry,Drawing,FR
1398,Michelle Young,Male,21,Countryside,Cold,Medium,Business,5,1,6,June,Bus,Photography,EN
1399,David Wright,Female,62,Village,Warm,Low,Leisure,4,1,3,August,Bus,Photography,ZH
1400,Gregory Smith,Female,47,Spa Retreat,Warm,Medium,Leisure,4,1,2,June,Car,Climbing,ZH
1401,Laura Morgan,Male,23,Village,Cold,Low,Leisure,2,0,5,June,Ferry,Gaming,EN
1402,Dr. Mary Bailey,Male,40,Countryside,Cold,Low,Leisure,2,0,10,July,Bus,Gaming,FR
1403,Kimberly Mcdonald,Male,56,Winery,Hot,Medium,Leisure,4,0,13,June,Car,Drawing,EN
1404,Lisa Skinner,Male,28,Lake,Cold,High,Leisure,2,0,12,August,Car,Gaming,FR
1405,Kayla Kelly,Female,40,Village,Warm,Medium,Leisure,5,1,14,August,Train,Climbing,ZH
1406,Ellen Davis,Female,53,City,Cold,Medium,Leisure,4,1,9,July,Ferry,Gaming,EN
1407,Casey Carson,Male,64,Ski Resort,Cold,High,Business,5,1,13,August,Train,Drawing,FR
1408,Wanda Vasquez,Male,36,Ski Resort,Cold,Low,Leisure,3,0,14,June,Train,Photography,ZH
1409,Gregory Ray,Male,28,Village,Warm,Low,Business,5,1,2,July,Ferry,Climbing,FR
1410,Russell Davis,Female,24,Lake,Hot,Low,Leisure,4,0,2,August,Car,Climbing,FR
1411,Chad Gonzalez,Female,61,Spa Retreat,Cold,Medium,Leisure,1,1,5,July,Train,Gaming,ZH
1412,William Keller,Male,64,Village,Warm,Low,Business,5,0,7,June,Train,Climbing,EN
1413,Shane Bennett PhD,Male,24,Ski Resort,Warm,High,Leisure,3,0,5,July,Airplane,Climbing,FR
1414,Angelica Hess,Female,58,Lake,Hot,High,Leisure,4,0,12,July,Airplane,Photography,EN
1415,Michael Jones,Female,46,Village,Warm,Medium,Leisure,1,0,13,August,Airplane,Climbing,ZH
1416,Larry Davis,Female,48,Photography Expedition,Cold,High,Leisure,4,0,6,August,Train,Drawing,FR
1417,Alisha Phillips,Male,22,Photography Expedition,Cold,High,Leisure,5,0,12,August,Car,Climbing,FR
1418,Joshua Rodriguez,Male,35,Countryside,Hot,High,Leisure,3,1,1,August,Bus,Photography,ZH
1419,Scott Thompson,Female,38,Island,Cold,High,Business,4,0,3,June,Bus,Gaming,FR
1420,Kristin Alvarado,Male,46,Winery,Cold,Low,Business,2,0,13,June,Bus,Climbing,EN
1421,David Mendoza,Male,24,Island,Hot,High,Business,3,0,2,August,Airplane,Photography,EN
1422,Amy Hughes,Female,48,City,Warm,Medium,Business,4,1,11,August,Ferry,Gaming,EN
1423,Jessica Hill,Female,36,Village,Cold,Medium,Leisure,2,1,2,July,Bus,Drawing,ZH
1424,Bridget Butler,Female,39,Mountain,Warm,Medium,Leisure,3,0,7,August,Train,Climbing,EN
1425,Matthew Estes,Female,35,Photography Expedition,Warm,Low,Business,1,1,1,June,Ferry,Drawing,ZH
1426,Amber Hanna,Male,53,Lake,Warm,Low,Leisure,3,1,11,August,Bus,Photography,ZH
1427,Madison Hernandez,Male,31,Spa Retreat,Hot,Medium,Leisure,3,0,9,August,Ferry,Drawing,EN
1428,Angelica Mills,Male,55,Lake,Warm,Low,Leisure,3,0,8,July,Airplane,Photography,FR
1429,Tamara Sweeney,Female,34,Village,Hot,Low,Leisure,4,1,13,July,Train,Gaming,FR
1430,Nathan Taylor,Female,47,Spa Retreat,Cold,Medium,Business,4,1,11,June,Car,Gaming,FR
1431,Tamara Meyer,Female,18,Countryside,Hot,High,Leisure,5,1,5,June,Car,Climbing,ZH
1432,Ronald Carrillo,Female,25,Ski Resort,Cold,Medium,Leisure,1,0,10,June,Ferry,Photography,FR
1433,Brian Griffin,Female,38,Village,Hot,Low,Leisure,5,1,13,August,Car,Gaming,FR
1434,Dennis Lopez,Male,46,Island,Warm,Low,Leisure,4,0,7,July,Ferry,Drawing,FR
1435,James Payne,Male,56,Village,Warm,Low,Leisure,5,1,2,August,Bus,Gaming,ZH
1436,Peter Parks,Female,19,Lake,Cold,Medium,Business,3,1,6,August,Car,Climbing,FR
1437,Adam Thomas,Male,32,Photography Expedition,Hot,High,Leisure,4,1,11,August,Train,Photography,EN
1438,Jaime Soto,Female,45,Winery,Warm,Low,Business,4,0,7,July,Car,Drawing,EN
1439,Steven Jenkins,Female,24,Mountain,Hot,Medium,Leisure,5,1,13,August,Airplane,Drawing,ZH
1440,Kristina Martinez,Male,48,Photography Expedition,Hot,High,Business,5,0,6,July,Ferry,Climbing,EN
1441,Tiffany Anderson,Male,52,Spa Retreat,Hot,High,Leisure,3,0,7,June,Train,Gaming,EN
1442,Misty Schmidt,Male,54,Village,Hot,High,Business,2,0,1,June,Car,Drawing,FR
1443,Leah Adams,Female,29,Lake,Cold,Low,Leisure,1,1,3,August,Airplane,Drawing,FR
1444,Bradley Rich,Male,24,Mountain,Cold,Low,Business,4,0,7,July,Airplane,Gaming,FR
1445,Joyce Estrada,Male,28,Village,Warm,Medium,Business,5,0,5,August,Train,Climbing,FR
1446,Susan Jenkins,Female,45,Spa Retreat,Cold,Medium,Leisure,5,1,6,July,Ferry,Photography,EN
1447,James Bennett,Male,49,Winery,Cold,Medium,Leisure,1,1,4,August,Car,Gaming,ZH
1448,Colton Smith,Male,27,Lake,Cold,Low,Business,2,0,8,July,Car,Gaming,EN
1449,Todd Jackson,Male,18,Mountain,Warm,High,Leisure,5,0,7,July,Airplane,Photography,FR
1450,James Gross,Male,26,City,Hot,High,Business,1,1,8,June,Ferry,Gaming,FR
1451,Holly Cooper,Female,52,Island,Cold,Low,Leisure,4,0,10,June,Airplane,Drawing,FR
1452,Michelle Williams,Female,27,Spa Retreat,Cold,Low,Leisure,1,0,5,August,Ferry,Climbing,FR
1453,Nathan Smith,Female,43,Village,Hot,High,Business,3,0,9,July,Train,Climbing,EN
1454,Amy Alexander,Female,39,City,Warm,Low,Leisure,5,1,2,August,Airplane,Drawing,ZH
1455,Stephen Curry,Female,38,Mountain,Cold,Medium,Business,3,1,3,August,Train,Gaming,ZH
1456,Victor Ramirez,Male,63,Mountain,Hot,Medium,Leisure,2,0,13,July,Train,Drawing,FR
1457,Joseph Jennings,Male,43,Mountain,Hot,Medium,Leisure,5,1,4,June,Bus,Drawing,ZH
1458,Brian Summers,Female,34,Countryside,Warm,Low,Business,5,0,2,August,Train,Gaming,FR
1459,Alicia Ramirez,Female,48,Spa Retreat,Cold,Low,Business,1,0,8,August,Airplane,Climbing,EN
1460,Cassie Anderson,Female,20,Island,Warm,Low,Business,5,0,10,July,Airplane,Gaming,FR
1461,Jacqueline Arnold,Male,64,Spa Retreat,Warm,Medium,Leisure,4,1,9,June,Airplane,Climbing,FR
1462,Elizabeth Cooke,Male,53,Winery,Hot,High,Leisure,4,0,5,August,Car,Drawing,ZH
1463,Gary Smith,Female,29,Lake,Warm,Medium,Leisure,3,1,4,June,Car,Gaming,ZH
1464,William Trujillo,Female,39,Photography Expedition,Hot,Low,Leisure,2,1,7,August,Bus,Climbing,EN
1465,Stephanie Smith,Male,51,Countryside,Hot,Medium,Business,4,1,1,July,Airplane,Gaming,EN
1466,Scott Espinoza,Female,50,Mountain,Hot,High,Leisure,1,1,6,June,Airplane,Photography,EN
1467,Brandon Marsh,Female,23,Winery,Warm,Medium,Leisure,5,1,9,July,Bus,Drawing,FR
1468,Steven Greene,Female,35,Spa Retreat,Hot,Medium,Business,2,1,7,August,Ferry,Photography,FR
1469,Julia Roth,Male,27,Ski Resort,Hot,High,Leisure,5,0,10,August,Bus,Photography,EN
1470,Peter Campbell,Female,28,Winery,Cold,Low,Leisure,2,1,14,July,Ferry,Drawing,EN
1471,Morgan Webb,Male,36,Spa Retreat,Hot,Medium,Business,2,0,3,June,Train,Gaming,EN
1472,Kristen Brown,Female,18,Countryside,Cold,Low,Leisure,4,1,10,July,Ferry,Photography,FR
1473,Jessica Anderson,Male,42,Mountain,Cold,Low,Leisure,5,0,12,June,Ferry,Gaming,ZH
1474,Christine Ellison,Female,58,Lake,Hot,High,Leisure,2,0,11,June,Airplane,Drawing,FR
1475,Stanley Bailey,Female,21,Photography Expedition,Cold,Low,Business,5,1,13,June,Train,Drawing,FR
1476,Ricky Yoder,Female,26,Photography Expedition,Cold,Low,Leisure,1,1,7,July,Airplane,Drawing,EN
1477,Anthony Herrera,Female,48,Winery,Cold,Low,Leisure,2,1,8,August,Car,Drawing,ZH
1478,Susan Griffin,Female,33,Mountain,Cold,Medium,Leisure,1,0,13,August,Bus,Photography,EN
1479,Franklin Flynn,Male,49,Countryside,Cold,Low,Leisure,3,1,7,July,Car,Drawing,EN
1480,David Smith,Female,48,Countryside,Warm,Medium,Leisure,1,0,13,July,Bus,Photography,FR
1481,Christopher Orozco,Female,22,Countryside,Cold,Medium,Leisure,1,0,9,June,Ferry,Gaming,FR
1482,Paul Williams,Male,54,Spa Retreat,Cold,Low,Leisure,5,0,3,August,Bus,Photography,FR
1483,James Solomon,Male,54,Winery,Hot,Low,Leisure,2,1,6,August,Bus,Drawing,ZH
1484,Joshua Chambers,Male,40,Island,Warm,Medium,Leisure,1,0,13,August,Airplane,Photography,FR
1485,Douglas Bishop,Male,34,Winery,Hot,Medium,Leisure,2,1,8,July,Ferry,Gaming,EN
1486,Cassandra Kramer,Male,58,Winery,Hot,High,Business,3,1,14,July,Airplane,Gaming,ZH
1487,Laura Ramos,Female,36,Ski Resort,Hot,Low,Business,3,1,14,June,Airplane,Gaming,FR
1488,Amy Kelley,Male,33,City,Hot,Low,Business,2,1,11,July,Train,Drawing,EN
1489,Carolyn Heath,Female,56,Island,Cold,Low,Business,3,0,1,August,Bus,Climbing,EN
1490,Brandon Jones,Male,49,Lake,Hot,Low,Leisure,1,1,13,July,Train,Photography,EN
1491,Elizabeth Hall,Male,23,City,Cold,Medium,Business,1,0,6,August,Airplane,Photography,FR
1492,Michael Poole,Female,44,Photography Expedition,Cold,Low,Leisure,2,1,13,June,Airplane,Photography,ZH
1493,Patricia Lawson,Male,19,Winery,Cold,Low,Leisure,4,1,6,June,Ferry,Climbing,FR
1494,David Gould,Male,43,Village,Warm,High,Leisure,5,0,3,August,Bus,Drawing,FR
1495,Catherine Marshall,Female,36,Photography Expedition,Cold,Medium,Business,1,0,2,July,Airplane,Drawing,ZH
1496,Donald Strickland,Female,33,Spa Retreat,Cold,Medium,Leisure,4,0,3,August,Airplane,Gaming,EN
1497,Madison Delgado,Female,37,Ski Resort,Warm,Low,Business,2,1,3,July,Bus,Climbing,ZH
1498,Luis Wagner,Male,40,Countryside,Hot,High,Leisure,1,1,1,August,Train,Gaming,ZH
1499,Jesse Gardner,Male,43,Village,Hot,High,Leisure,2,0,1,August,Train,Gaming,EN
1500,Jason Carroll,Male,45,Mountain,Hot,High,Business,2,0,13,July,Airplane,Photography,ZH
1501,Jose Austin,Female,48,Lake,Hot,High,Business,3,0,6,July,Car,Gaming,ZH
1502,Billy Obrien,Male,37,Lake,Cold,Low,Leisure,4,0,3,August,Ferry,Drawing,FR
1503,Mark Williams,Female,32,Ski Resort,Warm,Low,Business,2,0,1,July,Airplane,Climbing,ZH
1504,Nancy Cortez,Female,53,Ski Resort,Warm,Low,Leisure,2,1,2,August,Ferry,Drawing,EN
1505,Bruce Snyder,Male,56,Winery,Warm,Low,Business,1,0,9,June,Car,Photography,FR
1506,Nicholas Parker,Female,48,Spa Retreat,Hot,Medium,Leisure,3,1,8,July,Airplane,Drawing,ZH
1507,Katie Hill,Female,50,Spa Retreat,Hot,Low,Business,5,0,7,June,Car,Climbing,FR
1508,Amanda Clark,Female,25,Ski Resort,Hot,Medium,Leisure,2,1,3,August,Airplane,Climbing,ZH
1509,Katelyn Parrish,Male,64,Lake,Hot,High,Leisure,4,0,11,June,Ferry,Drawing,EN
1510,Cody Rivera,Female,30,Ski Resort,Warm,Low,Business,5,0,14,June,Bus,Climbing,ZH
1511,Pamela Bowman,Male,28,Ski Resort,Cold,Medium,Leisure,4,1,9,June,Train,Climbing,FR
1512,Wanda Martin,Female,40,Island,Cold,Low,Leisure,2,0,6,July,Airplane,Photography,FR
1513,Richard Ho,Male,29,Lake,Warm,High,Business,5,1,11,August,Ferry,Photography,ZH
1514,Darren Rice,Male,59,Lake,Hot,High,Business,5,0,6,June,Bus,Drawing,ZH
1515,Carl Tucker,Male,43,City,Cold,Low,Business,3,0,2,August,Ferry,Climbing,EN
1516,Samantha Scott,Male,33,Ski Resort,Hot,Medium,Business,2,1,8,August,Car,Drawing,FR
1517,Alyssa Stewart,Male,53,Mountain,Cold,Medium,Leisure,4,0,14,July,Bus,Climbing,ZH
1518,Stephanie Ray,Male,50,Ski Resort,Warm,Medium,Leisure,2,0,4,June,Car,Climbing,EN
1519,Kimberly Gaines,Female,47,Ski Resort,Warm,Medium,Leisure,2,1,12,July,Train,Drawing,FR
1520,Nicholas Dominguez,Female,20,Ski Resort,Cold,Medium,Leisure,1,1,5,July,Ferry,Gaming,FR
1521,Miss Andrea Wall,Female,21,City,Warm,Low,Leisure,2,1,14,June,Bus,Photography,ZH
1522,Natasha Owens,Female,50,Lake,Cold,Medium,Business,2,1,3,June,Car,Photography,FR
1523,Veronica Palmer,Male,25,City,Cold,Medium,Business,1,1,12,August,Bus,Gaming,ZH
1524,Kevin Ballard,Male,46,Countryside,Cold,Low,Business,4,1,9,June,Train,Drawing,EN
1525,Richard Harris,Female,39,Village,Hot,Low,Business,5,1,6,July,Airplane,Photography,ZH
1526,Todd Parker,Female,54,Village,Hot,Medium,Leisure,1,1,12,June,Airplane,Gaming,EN
1527,Victoria Jenkins,Female,41,City,Cold,High,Leisure,4,0,4,August,Car,Climbing,FR
1528,Michael Parks,Male,55,Ski Resort,Cold,Low,Business,3,1,1,August,Bus,Gaming,ZH
1529,Karen Murray,Female,58,Ski Resort,Warm,Low,Business,4,0,2,June,Train,Climbing,EN
1530,Tony Webb,Male,28,City,Cold,Medium,Business,2,1,8,June,Airplane,Drawing,EN
1531,Marcus Nixon,Female,44,Ski Resort,Warm,High,Leisure,5,1,6,July,Car,Drawing,EN
1532,Nathan Smith,Male,35,Countryside,Cold,High,Leisure,2,0,1,June,Car,Climbing,EN
1533,Noah Greer DDS,Male,32,Winery,Warm,Low,Leisure,2,1,9,July,Car,Photography,FR
1534,Jonathan Coleman,Male,52,Lake,Hot,High,Business,5,1,7,August,Bus,Drawing,ZH
1535,Carl Tucker,Female,46,Lake,Cold,Medium,Leisure,5,1,11,July,Airplane,Gaming,EN
1536,Nancy Gutierrez,Female,23,Village,Hot,Medium,Business,5,1,13,July,Car,Climbing,FR
1537,Kelly Curry,Male,38,Spa Retreat,Hot,Medium,Business,4,1,4,June,Airplane,Photography,FR
1538,Sharon Wilson,Male,55,Village,Hot,Low,Leisure,4,1,3,July,Train,Gaming,FR
1539,John Byrd,Male,32,Mountain,Cold,Medium,Business,1,0,4,June,Airplane,Drawing,ZH
1540,Frederick Miller,Female,23,City,Warm,Medium,Leisure,3,0,6,August,Airplane,Climbing,FR
1541,Ms. Joyce Valdez,Female,32,Countryside,Warm,Low,Business,5,1,7,July,Airplane,Gaming,EN
1542,Mrs. Kimberly Pena DVM,Male,44,Lake,Hot,High,Business,4,0,3,June,Train,Photography,FR
1543,Daniel Meyers,Male,32,Ski Resort,Warm,Medium,Leisure,4,1,6,August,Train,Gaming,FR
1544,Mrs. Sara Parks,Male,59,Mountain,Hot,Medium,Business,2,0,4,August,Bus,Photography,EN
1545,Clayton Adams,Male,33,City,Cold,Medium,Business,2,0,7,June,Car,Gaming,EN
1546,Lauren Sherman,Female,60,Photography Expedition,Warm,Medium,Business,5,0,2,August,Train,Gaming,EN
1547,Christopher Arellano,Male,43,Island,Warm,Low,Leisure,5,1,8,June,Ferry,Drawing,ZH
1548,Cory Stewart,Male,50,Ski Resort,Hot,High,Leisure,3,1,10,June,Train,Gaming,FR
1549,Jeffery Jimenez,Female,51,City,Hot,Low,Business,5,1,12,August,Car,Drawing,EN
1550,Amanda Cherry,Male,28,Photography Expedition,Cold,High,Leisure,2,0,7,August,Bus,Gaming,EN
1551,Christina Thomas,Male,25,Winery,Hot,Low,Leisure,4,1,3,July,Ferry,Drawing,FR
1552,James Weber,Female,41,City,Cold,Low,Leisure,2,1,1,August,Airplane,Drawing,FR
1553,Sean Davis,Female,34,City,Warm,Low,Business,1,1,5,July,Train,Photography,FR
1554,Stephanie Dennis,Male,50,Lake,Cold,Medium,Business,3,0,3,July,Bus,Climbing,ZH
1555,Megan Price,Female,23,City,Hot,Low,Leisure,2,1,10,July,Airplane,Climbing,FR
1556,Terry Bowen,Female,56,Countryside,Cold,Low,Business,2,1,4,July,Bus,Drawing,ZH
1557,Daniel Esparza,Male,41,Island,Cold,Low,Leisure,4,0,8,July,Ferry,Gaming,FR
1558,Ashley Bailey,Female,42,Village,Hot,Medium,Leisure,1,1,14,June,Car,Gaming,EN
1559,Nicole Berger,Male,34,Spa Retreat,Cold,Medium,Leisure,4,0,3,August,Train,Climbing,ZH
1560,Autumn Johnson,Male,59,Photography Expedition,Cold,High,Leisure,2,1,11,June,Bus,Drawing,FR
1561,Kenneth Williams,Male,31,Mountain,Cold,Medium,Business,5,0,11,August,Train,Photography,EN
1562,Allen York,Female,26,Village,Cold,Medium,Business,1,0,13,July,Airplane,Climbing,EN
1563,Timothy Cannon,Female,22,Village,Hot,Medium,Leisure,3,1,11,August,Ferry,Gaming,EN
1564,Julie Brown,Female,18,Spa Retreat,Hot,High,Business,5,0,4,July,Train,Drawing,ZH
1565,Christopher Tyler,Male,32,Lake,Hot,Medium,Business,4,1,1,August,Train,Gaming,FR
1566,Bryce Miller,Male,51,Spa Retreat,Cold,Medium,Business,2,1,5,July,Car,Drawing,EN
1567,Thomas Morrow,Female,47,Ski Resort,Cold,High,Leisure,3,0,5,August,Bus,Climbing,EN
1568,Rebecca Stevens,Female,27,Photography Expedition,Hot,Low,Business,3,1,6,August,Car,Photography,FR
1569,Jeffrey Prince,Female,64,Village,Hot,Medium,Business,2,1,14,July,Ferry,Drawing,ZH
1570,Mark Fields,Female,64,Lake,Hot,High,Business,5,0,7,June,Car,Climbing,ZH
1571,Stacy Miles,Male,23,Winery,Warm,Medium,Business,4,0,13,July,Train,Climbing,FR
1572,Dr. Jessica Vaughn,Male,20,Mountain,Warm,High,Business,5,1,1,August,Airplane,Drawing,FR
1573,Kayla Shaw,Female,45,City,Warm,High,Business,4,0,6,June,Bus,Photography,EN
1574,Anne Parker,Male,27,Spa Retreat,Cold,Low,Business,2,1,11,June,Airplane,Climbing,EN
1575,Kevin Hansen,Male,57,Island,Hot,Low,Business,3,1,3,July,Airplane,Drawing,ZH
1576,Ms. Jordan Romero,Female,35,City,Cold,Low,Leisure,2,1,14,July,Ferry,Gaming,FR
1577,Jill Caldwell,Male,36,Spa Retreat,Cold,High,Business,3,0,7,June,Ferry,Gaming,FR
1578,Jacqueline Baker,Female,20,Countryside,Hot,Medium,Leisure,1,0,3,August,Train,Photography,EN
1579,Lori Schroeder,Male,32,Winery,Warm,Medium,Leisure,5,0,5,August,Car,Gaming,EN
1580,Connor Ford,Female,23,Ski Resort,Hot,Low,Business,1,0,14,June,Train,Gaming,FR
1581,Brian Harris,Female,63,Photography Expedition,Warm,Medium,Business,2,0,3,June,Car,Photography,ZH
1582,Lori Nichols,Male,48,Ski Resort,Hot,Low,Leisure,2,1,5,July,Ferry,Climbing,FR
1583,Jeremy Jones,Male,64,Mountain,Cold,Medium,Business,2,1,4,August,Bus,Photography,ZH
1584,Clayton Davis,Female,19,Mountain,Warm,High,Business,3,0,9,July,Train,Climbing,FR
1585,James Robertson,Male,31,Village,Cold,High,Leisure,2,0,9,June,Ferry,Drawing,ZH
1586,Tara Obrien,Male,32,Island,Hot,Medium,Leisure,3,1,10,July,Ferry,Photography,EN
1587,Mr. Steven Pruitt,Female,24,Countryside,Cold,Medium,Business,4,1,14,July,Ferry,Climbing,FR
1588,Jillian Henderson,Male,29,Island,Warm,Medium,Leisure,4,1,6,July,Ferry,Photography,FR
1589,Robert Ortega,Female,22,Photography Expedition,Cold,Low,Business,2,0,1,June,Car,Photography,ZH
1590,Jesse Conley,Female,20,Island,Hot,High,Business,3,1,2,August,Train,Gaming,EN
1591,Anna Gonzalez,Male,38,Spa Retreat,Warm,Low,Business,3,0,4,August,Bus,Climbing,EN
1592,Christina Koch,Male,19,Lake,Hot,Low,Business,2,0,12,July,Ferry,Photography,ZH
1593,Ruben Wood,Female,34,Village,Cold,Medium,Business,2,0,13,June,Airplane,Photography,FR
1594,Mrs. Wendy Johnson,Male,26,Ski Resort,Warm,Medium,Leisure,4,1,3,July,Car,Drawing,ZH
1595,Jacob Black,Male,28,Village,Warm,Medium,Leisure,4,1,9,July,Train,Photography,FR
1596,Kelly Carr,Female,48,Winery,Warm,Low,Leisure,2,0,1,August,Train,Photography,FR
1597,John Terry,Female,50,Lake,Hot,High,Business,4,0,12,July,Bus,Drawing,EN
1598,Tracy Jones,Male,49,Mountain,Hot,Low,Leisure,2,0,5,July,Bus,Climbing,ZH
1599,David Hall,Female,46,Island,Warm,High,Leisure,2,0,14,July,Ferry,Gaming,ZH
1600,Jose Berry,Female,36,Lake,Cold,Medium,Leisure,5,1,2,August,Car,Drawing,EN
1601,Frank Bentley,Male,43,Mountain,Warm,Medium,Business,5,1,13,July,Bus,Climbing,ZH
1602,Jeffrey Riggs,Female,58,Lake,Cold,Medium,Business,5,0,3,June,Train,Climbing,ZH
1603,Eric Robinson,Female,59,Village,Cold,Medium,Business,5,0,8,July,Bus,Drawing,EN
1604,Jamie Chavez,Male,40,Spa Retreat,Hot,Low,Business,1,0,9,August,Ferry,Drawing,ZH
1605,Jon Sanders,Male,48,City,Cold,Low,Leisure,5,1,14,June,Car,Photography,EN
1606,Renee Kane,Female,33,Photography Expedition,Hot,Medium,Leisure,3,1,7,August,Car,Gaming,ZH
1607,Amy Mccullough,Male,64,Island,Cold,Medium,Business,2,0,14,July,Bus,Gaming,ZH
1608,Jeanne Kelly,Male,40,Village,Warm,Medium,Leisure,2,1,11,August,Car,Climbing,FR
1609,Philip Sanchez,Female,36,Mountain,Hot,High,Leisure,4,0,12,July,Car,Climbing,EN
1610,Amanda Brown,Female,63,Photography Expedition,Hot,Medium,Business,2,1,12,August,Ferry,Drawing,ZH
1611,Brendan Wang,Female,46,Photography Expedition,Warm,Low,Business,2,0,1,June,Train,Drawing,EN
1612,Robert Haynes,Male,61,Village,Hot,Low,Leisure,5,0,14,August,Car,Drawing,FR
1613,Nicholas Gordon,Female,22,Winery,Cold,Low,Business,3,0,9,July,Airplane,Drawing,ZH
1614,Jessica Reed,Female,47,Winery,Hot,Low,Leisure,3,1,12,August,Bus,Photography,FR
1615,Ashley Cohen DDS,Female,33,City,Warm,Low,Business,2,1,12,July,Ferry,Drawing,ZH
1616,Melissa King,Female,28,Village,Hot,Low,Business,1,0,6,August,Train,Photography,FR
1617,Carmen Williams,Female,51,Winery,Hot,Medium,Leisure,5,0,4,June,Car,Photography,ZH
1618,Brian Villegas,Female,38,Countryside,Warm,Medium,Leisure,4,0,1,June,Ferry,Photography,ZH
1619,Nicholas Adams,Female,57,Village,Warm,High,Leisure,5,0,9,June,Ferry,Climbing,ZH
1620,William Frey,Male,58,City,Warm,High,Business,4,0,3,July,Train,Drawing,FR
1621,Arthur Acosta,Female,42,Winery,Cold,Medium,Leisure,3,1,12,August,Train,Photography,ZH
1622,David Mack,Male,52,Ski Resort,Hot,Medium,Leisure,2,1,5,August,Ferry,Climbing,FR
1623,Billy Knight,Female,45,Spa Retreat,Hot,High,Business,5,0,5,June,Airplane,Climbing,FR
1624,Erika Stephenson,Female,56,City,Cold,Medium,Business,1,1,13,June,Train,Photography,EN
1625,Jennifer Jones,Male,30,Mountain,Warm,Low,Business,2,0,9,July,Train,Gaming,FR
1626,Debra Cordova,Female,57,Village,Hot,High,Business,3,0,4,June,Ferry,Drawing,ZH
1627,Angela Jackson,Female,60,Photography Expedition,Cold,High,Leisure,1,0,14,June,Ferry,Drawing,EN
1628,Mr. Dan Porter,Female,20,Mountain,Hot,Low,Business,1,1,6,August,Train,Climbing,FR
