,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
3030,April Johnson,Male,41,Village,Warm,Low,Business,4,1,12,October,Train,Culinary,EN
3031,Andrea Espinoza,Female,33,Countryside,Warm,Medium,Business,1,1,4,November,Ferry,Physical Sports,EN
3032,Paige Garcia,Female,44,Spa Retreat,Hot,High,Leisure,1,1,9,November,Car,Outdoor Exploration,ZH
3033,James Jackson,Female,47,Photography Expedition,Warm,High,Business,1,0,2,September,Train,Creative Arts,ZH
3034,Katrina Jones,Male,48,Photography Expedition,Warm,High,Leisure,3,1,7,November,Ferry,Intellectual Pursuits,FR
3035,Austin Scott,Male,55,Winery,Cold,High,Leisure,4,0,11,September,Train,Outdoor Exploration,EN
3036,Julie Jackson,Male,54,City,Hot,Low,Leisure,5,0,6,September,Bus,Outdoor Exploration,FR
3037,Kathy Roberts,Male,49,Mountain,Warm,Medium,Business,2,1,9,September,Train,Physical Sports,FR
3038,Elizabeth Russell,Female,58,Countryside,Warm,Medium,Business,5,1,6,October,Airplane,Creative Arts,FR
3039,Robert Baldwin,Male,33,Countryside,Hot,Low,Business,1,0,4,November,Car,Creative Arts,ZH
3040,Yvette Washington,Female,55,Village,Hot,Low,Leisure,5,1,14,October,Airplane,Physical Sports,ZH
3041,Ronald Riddle,Female,38,Ski Resort,Warm,Low,Business,1,1,3,November,Car,Physical Sports,FR
3042,Justin Wright,Male,31,Spa Retreat,Cold,Medium,Business,2,0,9,October,Car,Creative Arts,ZH
3043,Rodney Wilkerson,Female,20,Village,Cold,Low,Leisure,1,0,1,November,Ferry,Physical Sports,FR
3044,David Mercado,Male,43,Winery,Hot,Medium,Business,5,1,13,September,Ferry,Culinary,FR
3045,Eric Swanson,Male,42,Island,Hot,High,Leisure,3,0,11,September,Airplane,Culinary,FR
3046,Michael Warren,Female,55,City,Hot,High,Leisure,4,0,3,October,Car,Physical Sports,ZH
3047,Debbie Day,Female,60,Village,Warm,High,Business,5,1,14,September,Bus,Intellectual Pursuits,ZH
3048,Christina Williams,Male,64,Spa Retreat,Cold,Low,Business,3,1,1,September,Train,Culinary,ZH
3049,Dennis Richardson,Male,32,Countryside,Warm,High,Business,5,1,9,October,Ferry,Creative Arts,EN
3050,Noah Avila,Female,20,Countryside,Cold,High,Leisure,2,1,5,November,Train,Culinary,FR
3051,Harry Watson,Female,42,City,Warm,Medium,Leisure,4,0,10,November,Car,Creative Arts,FR
3052,Michael Baker,Male,53,Winery,Hot,Medium,Business,2,1,9,October,Bus,Outdoor Exploration,EN
3053,Spencer Stone,Female,26,Spa Retreat,Warm,High,Business,3,1,10,November,Airplane,Physical Sports,FR
3054,Laura Tapia,Male,59,Ski Resort,Warm,High,Leisure,2,0,9,September,Car,Physical Sports,FR
3055,Henry Robinson,Male,21,Spa Retreat,Cold,High,Leisure,5,1,1,October,Airplane,Culinary,EN
3056,Robyn Smith,Female,25,Lake,Hot,Medium,Business,3,1,9,September,Ferry,Creative Arts,ZH
3057,Michelle Harrington,Female,19,Mountain,Warm,Low,Business,3,1,14,September,Airplane,Physical Sports,EN
3058,Kaitlyn Sanchez,Male,50,Photography Expedition,Warm,Low,Leisure,2,1,1,September,Bus,Creative Arts,ZH
3059,Daniel Summers,Male,36,Winery,Cold,Medium,Business,1,1,11,September,Car,Culinary,ZH
3060,Joe Miller,Female,25,Countryside,Hot,Medium,Business,4,0,5,September,Train,Outdoor Exploration,ZH
3061,Mark Thornton,Male,59,Winery,Hot,Medium,Leisure,5,0,9,October,Bus,Outdoor Exploration,FR
3062,Ricky Ryan,Male,43,Island,Hot,Medium,Business,5,1,6,October,Bus,Physical Sports,ZH
3063,Suzanne Johnson,Male,32,Island,Warm,Medium,Business,5,0,3,October,Car,Physical Sports,FR
3064,Jeffrey Coleman,Male,22,Village,Cold,Medium,Business,4,1,12,November,Bus,Outdoor Exploration,EN
3065,Andrea Rose,Female,53,Countryside,Cold,Low,Business,2,0,4,October,Train,Culinary,EN
3066,James Mccullough,Female,30,Photography Expedition,Warm,High,Business,5,1,8,November,Train,Culinary,EN
3067,Justin Evans,Male,25,Spa Retreat,Warm,High,Leisure,2,1,4,November,Train,Culinary,FR
3068,Derrick Howard,Female,26,Lake,Warm,High,Business,2,0,7,November,Airplane,Creative Arts,ZH
3069,James Oconnor,Male,26,Mountain,Hot,Low,Business,1,0,8,September,Car,Outdoor Exploration,FR
3070,John Chase,Female,57,Mountain,Hot,Medium,Business,3,0,14,October,Car,Outdoor Exploration,ZH
3071,Brittany Booth,Female,64,Spa Retreat,Warm,Medium,Business,5,1,10,September,Bus,Physical Sports,EN
3072,Tammy Day,Male,37,Photography Expedition,Cold,Medium,Leisure,1,0,12,October,Car,Physical Sports,EN
3073,Jesse Lee,Male,32,Spa Retreat,Hot,Medium,Business,5,0,1,November,Airplane,Creative Arts,EN
3074,Erik Gibson,Female,34,Village,Hot,Medium,Business,1,1,8,September,Car,Creative Arts,ZH
3075,Jessica Alexander,Male,63,Lake,Cold,High,Leisure,5,0,3,November,Bus,Culinary,FR
3076,Jon Horn,Female,30,Spa Retreat,Cold,High,Leisure,5,0,14,October,Car,Outdoor Exploration,EN
3077,Glenda Herman,Female,45,Ski Resort,Cold,Low,Leisure,1,1,8,September,Car,Culinary,FR
3078,Taylor Wright,Male,34,Photography Expedition,Warm,Low,Leisure,3,0,6,November,Airplane,Culinary,FR
3079,Philip Morgan,Female,31,Island,Cold,Low,Business,5,1,4,November,Bus,Intellectual Pursuits,FR
3080,Jordan Steele,Male,54,Countryside,Warm,Medium,Leisure,3,0,7,November,Airplane,Intellectual Pursuits,EN
3081,Lisa Nolan,Male,61,Winery,Hot,Low,Leisure,1,0,6,November,Car,Intellectual Pursuits,EN
3082,Stacy Golden,Female,43,Winery,Cold,Medium,Leisure,2,1,12,September,Ferry,Outdoor Exploration,EN
3083,Stephanie Chaney,Female,41,Mountain,Cold,Medium,Leisure,3,1,6,September,Airplane,Intellectual Pursuits,EN
3084,Amy Cain,Female,40,Island,Hot,High,Business,4,0,5,October,Airplane,Outdoor Exploration,EN
3085,David Johnson,Female,63,Mountain,Warm,Medium,Business,1,0,5,November,Bus,Physical Sports,EN
3086,Stephanie Bell,Female,32,Ski Resort,Warm,Medium,Leisure,1,1,10,September,Car,Culinary,EN
3087,Greg Bryant,Female,53,Countryside,Cold,Medium,Leisure,5,0,5,November,Car,Intellectual Pursuits,FR
3088,Brian Tucker,Male,33,Photography Expedition,Warm,High,Business,5,0,4,September,Train,Intellectual Pursuits,ZH
3089,Mark Pham,Male,42,Countryside,Warm,Low,Business,5,0,11,October,Airplane,Outdoor Exploration,FR
3090,Jessica Aguirre,Male,59,Village,Warm,High,Business,4,0,5,November,Train,Creative Arts,EN
3091,Robert Page,Female,49,Winery,Cold,Low,Business,4,0,5,September,Train,Physical Sports,EN
3092,Joseph White,Female,62,Photography Expedition,Warm,Medium,Leisure,4,1,9,November,Ferry,Creative Arts,FR
3093,Adam Jackson,Female,39,Mountain,Hot,Medium,Leisure,3,1,13,October,Bus,Outdoor Exploration,FR
3094,Brandy Sandoval,Male,62,City,Hot,Low,Leisure,4,1,14,November,Train,Creative Arts,ZH
3095,Ashley Monroe,Male,27,Lake,Warm,Medium,Leisure,2,1,10,October,Car,Outdoor Exploration,EN
3096,Hayley Vasquez,Male,36,Village,Cold,Low,Leisure,5,1,9,October,Car,Physical Sports,FR
3097,Suzanne Singleton,Male,54,Lake,Warm,Medium,Leisure,2,1,14,November,Airplane,Culinary,EN
3098,Eric Austin,Male,27,Spa Retreat,Hot,High,Business,2,0,3,October,Airplane,Culinary,EN
3099,Jason Mays,Male,50,Mountain,Hot,High,Leisure,3,1,6,November,Airplane,Creative Arts,EN
3100,Scott Armstrong,Female,51,Winery,Hot,High,Leisure,5,0,5,September,Bus,Physical Sports,EN
3101,Rebecca Cameron,Female,46,Photography Expedition,Cold,High,Business,3,1,7,October,Train,Intellectual Pursuits,ZH
3102,Samantha Morris,Female,44,Lake,Warm,High,Business,4,0,11,October,Airplane,Intellectual Pursuits,FR
3103,Mark Dixon,Female,27,Village,Cold,Medium,Business,4,1,4,October,Bus,Physical Sports,EN
3104,Hannah Brown,Male,55,Countryside,Hot,Low,Leisure,1,1,13,November,Train,Culinary,FR
3105,Karla Miller,Female,23,City,Hot,High,Business,5,1,12,September,Bus,Outdoor Exploration,EN
3106,Travis Hodges,Male,20,Winery,Hot,High,Leisure,3,1,7,September,Bus,Creative Arts,EN
3107,Robert Copeland,Male,34,Island,Hot,High,Business,1,0,13,October,Train,Intellectual Pursuits,FR
3108,Michael King,Female,46,Island,Hot,Medium,Leisure,5,0,5,September,Airplane,Creative Arts,FR
3109,Julie Luna,Male,54,Mountain,Cold,High,Leisure,4,0,11,November,Car,Physical Sports,ZH
3110,Corey Mooney,Female,35,Winery,Hot,Medium,Leisure,5,0,12,November,Airplane,Creative Arts,ZH
3111,Melinda Clarke,Male,41,Photography Expedition,Hot,High,Leisure,3,0,5,September,Train,Intellectual Pursuits,FR
3112,Thomas Long,Female,40,City,Warm,Low,Leisure,2,0,11,October,Car,Creative Arts,ZH
3113,Christopher Daniels,Male,25,Mountain,Hot,High,Leisure,4,0,13,October,Ferry,Culinary,FR
3114,Ryan Hudson,Female,48,Mountain,Cold,High,Leisure,3,0,7,October,Car,Physical Sports,ZH
3115,Abigail Scott,Female,54,City,Cold,Medium,Business,4,0,8,September,Train,Culinary,FR
3116,Jennifer Alexander,Male,29,Countryside,Cold,High,Leisure,4,0,11,November,Ferry,Intellectual Pursuits,FR
3117,Rachel Baldwin,Male,55,Island,Warm,Low,Leisure,5,0,2,September,Bus,Creative Arts,FR
3118,John Daniel,Female,31,Ski Resort,Hot,Low,Leisure,5,0,5,November,Bus,Creative Arts,FR
3119,Andrea Petty,Female,20,Spa Retreat,Hot,High,Business,1,1,3,September,Car,Creative Arts,EN
3120,Kevin Hendricks,Male,53,Winery,Cold,Low,Leisure,3,0,13,October,Train,Culinary,FR
3121,Valerie Villanueva,Male,58,Countryside,Cold,High,Leisure,5,0,10,October,Ferry,Physical Sports,ZH
3122,Philip Hopkins,Female,22,Lake,Cold,Medium,Leisure,5,0,5,October,Airplane,Outdoor Exploration,EN
3123,Kimberly Brown,Female,23,Lake,Hot,High,Leisure,5,0,5,September,Bus,Physical Sports,EN
3124,Hayley Vasquez,Female,36,Spa Retreat,Cold,Medium,Business,4,1,9,September,Ferry,Physical Sports,EN
3125,Erica Jones,Female,46,Countryside,Warm,Low,Leisure,2,1,1,September,Car,Culinary,EN
3126,Stephanie Day,Male,53,City,Warm,High,Business,4,1,11,November,Airplane,Culinary,EN
3127,Jennifer Reese,Male,59,Ski Resort,Cold,Medium,Leisure,5,0,6,November,Train,Physical Sports,EN
3128,Victoria Harrison,Female,21,Village,Cold,Low,Leisure,2,1,4,October,Car,Physical Sports,EN
3129,Michelle Murphy,Male,47,City,Hot,High,Leisure,4,0,13,November,Bus,Culinary,FR
3130,Patricia Bean,Male,25,Lake,Cold,Medium,Business,2,0,13,November,Ferry,Culinary,EN
3131,Jonathan Davis,Male,19,Spa Retreat,Hot,High,Business,3,1,8,October,Train,Creative Arts,ZH
3132,Beverly Hill,Female,51,City,Cold,Medium,Leisure,4,1,10,November,Bus,Culinary,ZH
3133,Andrew Palmer,Female,44,Winery,Cold,Low,Business,3,1,1,September,Car,Creative Arts,FR
3134,Reginald Livingston,Female,56,Ski Resort,Cold,Low,Business,5,0,5,October,Bus,Culinary,ZH
3135,John Reynolds,Female,54,Ski Resort,Hot,High,Leisure,3,1,9,November,Airplane,Intellectual Pursuits,FR
3136,Megan Ramos,Female,45,Winery,Warm,Low,Business,4,0,2,September,Car,Outdoor Exploration,FR
3137,Brian Pruitt,Male,37,Countryside,Cold,High,Business,2,1,2,November,Airplane,Physical Sports,ZH
3138,Brian Lloyd,Female,49,Mountain,Warm,Medium,Business,1,1,2,September,Car,Outdoor Exploration,FR
3139,Francis Mcdonald,Male,19,Lake,Warm,High,Business,1,1,10,October,Car,Outdoor Exploration,EN
3140,Lisa Morris,Female,29,Photography Expedition,Warm,Low,Business,5,1,10,November,Train,Creative Arts,ZH
3141,Ashley Dougherty,Female,50,Photography Expedition,Hot,Medium,Leisure,3,1,12,September,Train,Culinary,ZH
3142,Colin Hickman,Male,55,Lake,Hot,Low,Business,2,1,13,October,Ferry,Creative Arts,ZH
3143,David Williams,Female,37,Mountain,Cold,Low,Leisure,3,0,1,October,Airplane,Intellectual Pursuits,EN
3144,Megan Taylor,Male,60,Mountain,Hot,Medium,Business,5,1,7,November,Train,Culinary,FR
3145,Jeffrey Mosley,Female,38,Photography Expedition,Hot,Medium,Leisure,5,1,12,November,Ferry,Culinary,EN
3146,Darrell Cook,Female,60,Photography Expedition,Warm,High,Leisure,5,1,3,September,Ferry,Outdoor Exploration,ZH
3147,Jack Jimenez,Female,56,Island,Cold,High,Business,3,0,8,September,Ferry,Outdoor Exploration,ZH
3148,Ashley Gonzales,Male,49,Mountain,Warm,Low,Leisure,5,1,6,September,Car,Culinary,EN
3149,Casey Wilson,Male,27,Countryside,Hot,Medium,Leisure,3,1,10,November,Airplane,Intellectual Pursuits,EN
3150,Michael White,Female,26,Winery,Hot,Low,Leisure,5,0,13,September,Ferry,Outdoor Exploration,ZH
3151,Johnny Allen DDS,Male,63,Village,Cold,Medium,Business,4,0,12,November,Bus,Creative Arts,ZH
3152,Michael Bentley,Male,26,Winery,Cold,Low,Business,1,1,12,November,Train,Intellectual Pursuits,FR
3153,Kelly Green,Male,21,Countryside,Hot,Low,Business,3,1,13,October,Airplane,Culinary,ZH
3154,Jennifer Walsh,Female,29,Spa Retreat,Hot,Medium,Leisure,1,0,12,September,Ferry,Outdoor Exploration,ZH
3155,Kenneth Mcbride,Female,59,Photography Expedition,Hot,Low,Business,4,1,9,October,Train,Intellectual Pursuits,EN
3156,Gregory Ortiz,Male,54,Mountain,Warm,High,Leisure,3,1,10,September,Bus,Creative Arts,ZH
3157,Erika Phillips,Female,22,Countryside,Warm,Low,Business,4,1,4,October,Car,Physical Sports,EN
3158,Joshua Garcia,Female,42,Village,Warm,Medium,Leisure,1,0,11,September,Car,Culinary,ZH
3159,Travis Lutz,Male,49,Ski Resort,Cold,Medium,Business,2,0,6,October,Car,Physical Sports,EN
3160,Barbara Moore,Female,60,Island,Hot,High,Business,5,1,12,September,Ferry,Physical Sports,EN
3161,Pamela Mullen,Male,62,Mountain,Cold,High,Business,3,0,13,November,Airplane,Creative Arts,ZH
3162,Janice Austin,Female,47,Winery,Hot,Low,Leisure,3,0,3,November,Train,Culinary,EN
3163,Paul White,Male,36,Ski Resort,Warm,Low,Business,4,0,4,October,Ferry,Creative Arts,ZH
3164,Cameron Moore,Male,52,Spa Retreat,Cold,Low,Leisure,1,0,8,November,Car,Creative Arts,EN
3165,Kelly Patel,Female,59,Lake,Cold,Medium,Business,3,0,14,September,Ferry,Physical Sports,EN
3166,Daniel Johnson,Male,48,Mountain,Hot,High,Leisure,1,1,9,November,Train,Outdoor Exploration,ZH
3167,James Hoover,Female,48,Winery,Hot,Medium,Leisure,1,0,9,October,Ferry,Culinary,FR
3168,Laura Montgomery,Female,31,Village,Hot,Low,Leisure,5,1,1,October,Bus,Outdoor Exploration,EN
3169,Craig Becker,Male,33,Photography Expedition,Cold,High,Business,5,0,9,November,Ferry,Physical Sports,FR
3170,Shannon Mitchell,Male,51,Ski Resort,Warm,High,Business,1,0,13,November,Ferry,Outdoor Exploration,FR
3171,Joanna Howell,Female,62,Photography Expedition,Warm,Medium,Leisure,4,0,5,October,Airplane,Outdoor Exploration,EN
3172,Raymond Bell MD,Male,38,Countryside,Warm,High,Leisure,1,0,6,October,Airplane,Creative Arts,EN
3173,Jessica Braun,Female,53,Island,Cold,High,Leisure,4,0,10,September,Ferry,Outdoor Exploration,EN
3174,Zachary Moore,Female,61,Winery,Hot,Low,Business,4,0,11,November,Ferry,Intellectual Pursuits,FR
3175,Kyle Thompson,Male,63,City,Warm,Low,Leisure,3,0,13,November,Airplane,Culinary,FR
3176,Jennifer Jones,Female,35,Lake,Warm,Low,Business,4,0,5,September,Ferry,Outdoor Exploration,ZH
3177,Michael Skinner,Male,25,Spa Retreat,Cold,High,Leisure,3,0,9,November,Ferry,Intellectual Pursuits,FR
3178,Katherine Summers,Male,28,Village,Cold,Low,Business,1,0,11,November,Airplane,Creative Arts,FR
3179,Elizabeth Perez,Male,61,Village,Hot,Low,Business,2,0,1,October,Car,Physical Sports,FR
3180,Maria Keller,Female,22,Lake,Hot,High,Business,4,0,7,November,Car,Intellectual Pursuits,FR
3181,Candice James,Male,57,Spa Retreat,Warm,High,Business,4,0,9,November,Train,Creative Arts,ZH
3182,Austin Stephenson,Male,29,Village,Cold,Low,Leisure,4,1,2,October,Airplane,Culinary,EN
3183,Jacob Bender,Male,53,Lake,Cold,High,Business,5,0,2,September,Car,Creative Arts,ZH
3184,Rachel Reilly,Male,59,Ski Resort,Hot,Low,Leisure,4,1,10,September,Train,Creative Arts,ZH
3185,Valerie Miller,Male,30,City,Warm,Low,Leisure,5,0,2,September,Ferry,Creative Arts,EN
3186,Amanda Smith,Male,38,City,Cold,Low,Business,5,1,11,October,Train,Creative Arts,EN
3187,Ms. Janet Morgan MD,Male,54,Village,Hot,High,Business,3,1,6,October,Bus,Outdoor Exploration,ZH
3188,Melissa Schaefer,Male,35,Island,Cold,Medium,Business,2,0,8,October,Ferry,Physical Sports,EN
3189,Justin Hall,Female,53,Ski Resort,Cold,Medium,Leisure,3,0,5,September,Bus,Intellectual Pursuits,EN
3190,Derek Hughes,Male,48,City,Warm,Low,Leisure,1,1,10,October,Bus,Creative Arts,EN
3191,Jennifer Hall,Male,35,Mountain,Hot,Medium,Leisure,5,1,5,October,Train,Physical Sports,FR
3192,Amy Richards,Male,26,Lake,Cold,High,Leisure,5,1,4,September,Airplane,Outdoor Exploration,FR
3193,Carl Juarez,Female,52,Countryside,Cold,Medium,Business,1,1,10,September,Bus,Physical Sports,FR
3194,Mrs. Linda Proctor DDS,Female,29,Spa Retreat,Cold,Low,Leisure,5,1,11,October,Bus,Culinary,ZH
3195,Amanda Flores,Male,54,Island,Warm,Low,Business,5,1,14,September,Car,Creative Arts,ZH
3196,Lisa Sullivan,Male,53,Island,Warm,High,Leisure,4,1,11,November,Airplane,Intellectual Pursuits,EN
3197,Joseph Baker,Male,63,Island,Hot,Medium,Leisure,1,0,7,November,Bus,Creative Arts,ZH
3198,Kayla Hawkins,Female,59,Island,Hot,High,Business,2,1,6,October,Car,Intellectual Pursuits,EN
3199,Allison Gordon,Female,63,Winery,Warm,High,Leisure,1,1,9,November,Airplane,Creative Arts,FR
3200,Michelle Jones,Male,20,Winery,Cold,Medium,Business,5,1,7,September,Bus,Culinary,EN
3201,Brian Estrada,Female,60,Island,Warm,Medium,Business,5,0,2,October,Airplane,Culinary,EN
3202,Kyle Walters,Female,29,City,Warm,Low,Business,1,0,8,September,Train,Creative Arts,EN
3203,Kimberly Stewart,Male,31,Mountain,Warm,Low,Leisure,5,0,6,September,Bus,Intellectual Pursuits,FR
3204,Erica Woods,Female,54,Lake,Warm,Low,Leisure,3,0,6,September,Ferry,Physical Sports,FR
3205,Jerome Bruce,Female,47,Photography Expedition,Hot,Medium,Business,5,1,14,November,Car,Physical Sports,FR
3206,Cynthia Burns,Female,29,Winery,Cold,Medium,Leisure,3,0,14,November,Ferry,Intellectual Pursuits,ZH
3207,Brandon Johnson,Male,36,Photography Expedition,Cold,Low,Leisure,5,1,7,September,Ferry,Outdoor Exploration,FR
3208,Joseph White,Male,20,Ski Resort,Warm,Medium,Business,1,1,8,September,Ferry,Intellectual Pursuits,ZH
3209,James Prince,Male,62,Winery,Hot,Medium,Business,1,1,8,September,Ferry,Culinary,ZH
3210,Kristen Peters,Male,56,Mountain,Cold,Low,Business,2,1,13,September,Bus,Intellectual Pursuits,EN
3211,Kenneth Ross,Male,52,Ski Resort,Hot,High,Leisure,4,0,1,October,Ferry,Creative Arts,ZH
3212,Mike Ward,Male,50,Winery,Warm,Low,Leisure,1,1,14,November,Airplane,Outdoor Exploration,ZH
3213,Amanda Spencer,Female,54,Spa Retreat,Cold,High,Leisure,1,0,1,November,Bus,Intellectual Pursuits,ZH
3214,Brenda Reynolds,Male,18,Countryside,Warm,High,Business,2,0,14,November,Airplane,Outdoor Exploration,FR
3215,Cole Richard,Male,26,Mountain,Hot,Low,Business,1,1,14,September,Bus,Outdoor Exploration,FR
3216,Amy Brooks,Female,59,Countryside,Warm,Medium,Business,1,1,2,October,Car,Physical Sports,EN
3217,Sarah Jones,Male,34,Village,Cold,Low,Leisure,2,0,10,November,Car,Outdoor Exploration,ZH
3218,Benjamin Cannon,Male,30,Countryside,Warm,High,Leisure,4,1,5,September,Car,Physical Sports,FR
3219,Andrew Conley,Female,57,Village,Warm,Low,Leisure,4,0,6,November,Airplane,Outdoor Exploration,FR
3220,Alyssa Robinson,Female,34,Mountain,Hot,Medium,Leisure,5,0,1,November,Airplane,Physical Sports,FR
3221,Nathan White,Female,40,Photography Expedition,Cold,Low,Leisure,4,1,12,September,Airplane,Physical Sports,ZH
3222,Michael Reed,Female,56,Countryside,Cold,Low,Business,3,0,1,October,Car,Outdoor Exploration,ZH
3223,Chloe Solomon,Female,37,Spa Retreat,Warm,Low,Business,1,1,11,November,Bus,Intellectual Pursuits,EN
3224,Kathy Durham,Female,42,Lake,Hot,Medium,Leisure,1,1,6,September,Train,Culinary,FR
3225,Daniel Thompson,Male,62,Island,Cold,Low,Leisure,4,0,10,November,Car,Physical Sports,EN
3226,Elizabeth Evans,Male,29,Spa Retreat,Warm,Low,Business,3,1,12,November,Ferry,Creative Arts,ZH
3227,Reginald Livingston,Female,38,Spa Retreat,Cold,Medium,Leisure,5,0,9,November,Train,Creative Arts,EN
3228,Erin Mccarthy,Female,64,City,Cold,Low,Leisure,4,0,7,October,Train,Physical Sports,FR
3229,Stephen King,Male,18,Countryside,Warm,Low,Leisure,1,0,1,September,Airplane,Intellectual Pursuits,FR
3230,Nathan Howard,Male,35,Ski Resort,Cold,Low,Leisure,1,0,3,September,Bus,Intellectual Pursuits,ZH
3231,Tiffany Rodriguez,Female,40,Island,Hot,Medium,Business,4,1,8,November,Ferry,Culinary,EN
3232,James Bailey,Female,51,Mountain,Warm,Low,Business,2,1,7,November,Ferry,Culinary,EN
3233,Brittany Booth,Male,52,Ski Resort,Warm,Low,Business,1,0,1,October,Airplane,Culinary,ZH
3234,Sierra Barr,Male,58,Ski Resort,Hot,Low,Leisure,5,0,1,November,Car,Physical Sports,ZH
3235,Christina Jennings,Female,39,Spa Retreat,Hot,Low,Leisure,5,1,10,October,Train,Outdoor Exploration,FR
3236,Sandra Phillips,Female,49,Photography Expedition,Warm,Low,Business,3,0,1,October,Bus,Physical Sports,ZH
3237,Allison Gibson,Male,60,Spa Retreat,Warm,Low,Leisure,3,0,12,November,Bus,Creative Arts,FR
3238,Kelly Richardson,Male,53,Lake,Warm,Medium,Leisure,5,0,9,November,Train,Physical Sports,EN
3239,Christopher Oneal,Female,47,Ski Resort,Cold,Low,Business,2,0,14,September,Car,Outdoor Exploration,FR
3240,April Thomas,Female,56,Lake,Hot,Low,Leisure,3,0,3,September,Train,Outdoor Exploration,FR
3241,Matthew Estrada,Male,56,Countryside,Cold,Medium,Leisure,3,0,4,October,Ferry,Physical Sports,ZH
3242,Timothy Rojas,Female,33,Spa Retreat,Warm,High,Business,3,1,1,November,Airplane,Culinary,FR
3243,Lawrence Simmons II,Male,61,Island,Hot,Medium,Business,2,1,10,October,Ferry,Physical Sports,FR
3244,Katherine Craig,Male,42,Lake,Cold,High,Leisure,5,1,9,October,Ferry,Creative Arts,FR
3245,Brent Garcia,Male,63,Photography Expedition,Hot,High,Business,4,1,4,September,Train,Physical Sports,ZH
3246,Shawn Mccoy,Male,25,Village,Hot,Medium,Leisure,2,1,12,November,Train,Culinary,FR
3247,John Holland DDS,Male,59,City,Warm,Medium,Business,2,1,5,October,Car,Creative Arts,FR
3248,Jesse Reynolds,Male,47,Spa Retreat,Cold,Low,Leisure,4,1,12,September,Car,Creative Arts,ZH
3249,Jamie Young,Female,60,Village,Hot,Medium,Leisure,3,0,6,September,Train,Physical Sports,FR
3250,Meagan Griffith,Male,42,Countryside,Hot,Low,Business,3,1,10,September,Train,Outdoor Exploration,ZH
3251,Cory Lopez DDS,Female,24,Spa Retreat,Warm,Low,Leisure,4,0,9,October,Airplane,Outdoor Exploration,FR
3252,Matthew Hines,Female,43,Ski Resort,Hot,High,Leisure,4,0,7,October,Airplane,Culinary,EN
3253,Sherri Butler,Male,48,Mountain,Hot,Medium,Leisure,2,1,6,November,Car,Intellectual Pursuits,FR
3254,Leslie Swanson,Female,30,Photography Expedition,Hot,High,Business,1,1,7,September,Airplane,Physical Sports,EN
3255,Matthew Blake,Male,18,Spa Retreat,Hot,Low,Leisure,4,0,14,September,Train,Outdoor Exploration,FR
3256,Samuel Thomas,Female,64,City,Hot,Low,Leisure,4,0,7,September,Ferry,Intellectual Pursuits,EN
3257,Kelly Woods,Female,62,Countryside,Warm,Medium,Business,2,0,14,November,Bus,Intellectual Pursuits,EN
3258,Jeffrey Young,Male,24,Spa Retreat,Cold,High,Business,5,1,2,September,Bus,Intellectual Pursuits,EN
3259,Elizabeth Leblanc,Female,57,Countryside,Hot,High,Business,3,0,11,September,Ferry,Culinary,ZH
3260,Rhonda Hall,Female,21,Spa Retreat,Cold,Medium,Business,5,1,7,November,Ferry,Culinary,ZH
3261,Tiffany Galloway,Male,35,City,Cold,High,Business,5,0,1,October,Airplane,Outdoor Exploration,FR
3262,Victoria Nichols,Female,61,Countryside,Cold,Medium,Leisure,1,1,5,September,Bus,Intellectual Pursuits,EN
3263,Philip Herrera,Female,58,Winery,Cold,High,Business,2,1,2,October,Car,Culinary,FR
3264,Jessica Smith,Female,27,Ski Resort,Hot,Medium,Business,1,0,14,September,Ferry,Physical Sports,EN
3265,Jose Powell,Male,52,Spa Retreat,Cold,Medium,Business,5,1,6,September,Bus,Culinary,EN
3266,Susan Webster,Male,34,Winery,Cold,High,Leisure,3,1,9,October,Bus,Physical Sports,EN
3267,Nicole Ramos,Male,54,Ski Resort,Warm,Low,Business,2,1,9,November,Car,Outdoor Exploration,FR
3268,Justin Kramer,Male,48,Ski Resort,Hot,High,Business,2,1,12,November,Car,Creative Arts,FR
3269,Michelle Singleton,Male,18,Island,Cold,High,Leisure,3,1,12,November,Train,Intellectual Pursuits,ZH
3270,Jennifer Williams,Female,51,Countryside,Cold,Medium,Leisure,1,0,4,September,Ferry,Culinary,FR
3271,Debra Torres,Female,31,Lake,Cold,High,Business,2,1,11,November,Train,Outdoor Exploration,ZH
3272,Stephen Miller,Female,58,Winery,Cold,High,Leisure,5,0,1,September,Airplane,Culinary,FR
3273,Tiffany Anderson,Female,40,Countryside,Cold,Low,Leisure,1,0,1,October,Car,Physical Sports,ZH
3274,Lindsay Smith,Male,22,Ski Resort,Warm,Low,Business,2,0,11,November,Car,Physical Sports,FR
3275,Maria Lawson,Male,57,Winery,Warm,High,Leisure,5,1,9,October,Car,Outdoor Exploration,EN
3276,Erika Harris,Male,26,Mountain,Hot,Medium,Business,4,0,13,November,Ferry,Intellectual Pursuits,ZH
3277,Jesse Ramirez,Female,46,Winery,Cold,Medium,Business,1,0,5,October,Train,Intellectual Pursuits,FR
3278,Marcus Soto,Male,25,Ski Resort,Hot,Low,Leisure,4,1,6,November,Ferry,Intellectual Pursuits,ZH
3279,Stephanie Martin,Male,32,Ski Resort,Warm,Medium,Business,4,1,2,October,Car,Creative Arts,EN
