,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
2336,Chelsea Morales,Male,36,Village,Hot,Low,Business,4,1,12,July,Airplane,Physical Sports,FR
2337,Angela Wilson,Male,55,City,Cold,High,Business,4,0,3,July,Bus,Culinary,EN
2338,Marie Rowe,Female,35,Island,Hot,High,Business,3,1,8,July,Train,Outdoor Exploration,FR
2339,Charles Russell,Male,57,Lake,Warm,Medium,Business,3,1,14,August,Ferry,Physical Sports,ZH
2340,Angel Thompson,Male,41,Mountain,Hot,Medium,Business,4,0,6,July,Ferry,Culinary,EN
2341,Ashley Harris,Female,38,Village,Warm,High,Business,4,0,10,June,Bus,Creative Arts,FR
2342,Erin Walton,Male,41,Spa Retreat,Warm,Low,Leisure,1,0,5,June,Airplane,Culinary,EN
2343,Steven Espinoza,Female,24,Lake,Warm,High,Leisure,1,1,7,August,Train,Intellectual Pursuits,ZH
2344,Nicole Gonzales,Male,36,Mountain,Hot,Medium,Business,2,0,7,August,Train,Culinary,FR
2345,Casey Crawford,Female,35,Spa Retreat,Hot,High,Leisure,3,0,13,June,Bus,Culinary,FR
2346,William Russo,Male,45,Mountain,Cold,Medium,Leisure,3,0,2,June,Train,Culinary,ZH
2347,Joshua Hicks,Male,18,Winery,Cold,High,Business,2,1,2,June,Train,Physical Sports,EN
2348,Matthew Anderson,Male,38,Island,Warm,Medium,Business,5,1,3,July,Bus,Physical Sports,ZH
2349,Shannon Carter,Male,20,Village,Cold,Low,Business,3,0,5,August,Ferry,Outdoor Exploration,ZH
2350,Brett Gregory,Male,33,Ski Resort,Cold,Medium,Business,2,0,10,August,Bus,Creative Arts,EN
2351,Dawn Black,Male,35,Village,Hot,Low,Leisure,1,0,5,August,Ferry,Intellectual Pursuits,ZH
2352,Mr. Mark Johnston DDS,Male,57,Spa Retreat,Hot,High,Business,3,1,4,June,Airplane,Culinary,ZH
2353,Deborah Vargas,Male,41,Lake,Hot,High,Business,4,0,7,August,Train,Culinary,EN
2354,Marc Lucas,Male,52,Spa Retreat,Cold,High,Leisure,1,1,13,August,Airplane,Outdoor Exploration,EN
2355,Faith Williams,Female,57,Photography Expedition,Hot,Medium,Business,2,1,6,June,Bus,Physical Sports,EN
2356,Miguel Martinez,Male,22,Ski Resort,Hot,Low,Business,5,0,13,June,Train,Outdoor Exploration,FR
2357,Chad Howard,Male,27,City,Warm,High,Leisure,5,1,4,July,Ferry,Creative Arts,FR
2358,Wendy Reynolds,Female,35,Countryside,Warm,High,Business,1,0,10,August,Bus,Culinary,ZH
2359,Timothy Ford,Male,27,Lake,Hot,Low,Business,2,0,11,June,Ferry,Physical Sports,FR
2360,Steven Lambert,Female,53,Spa Retreat,Warm,High,Business,2,1,5,June,Bus,Creative Arts,ZH
2361,Angela Edwards,Male,48,Ski Resort,Hot,Medium,Business,4,0,9,July,Car,Intellectual Pursuits,ZH
2362,David Daniels DDS,Male,40,Spa Retreat,Warm,High,Leisure,5,1,8,July,Bus,Physical Sports,ZH
2363,Julie Morrison,Female,36,Winery,Cold,Low,Business,4,1,14,July,Airplane,Intellectual Pursuits,FR
2364,Catherine Bradshaw,Female,51,Village,Cold,Medium,Business,3,1,14,July,Airplane,Outdoor Exploration,ZH
2365,Melissa Harvey,Male,42,Winery,Cold,Low,Leisure,3,0,5,June,Ferry,Intellectual Pursuits,FR
2366,Keith Martinez,Female,64,Countryside,Warm,Medium,Business,3,0,5,August,Ferry,Creative Arts,ZH
2367,Juan Williams,Female,61,Island,Warm,Low,Leisure,5,1,11,August,Car,Intellectual Pursuits,FR
2368,Cindy Solis,Female,62,Ski Resort,Cold,High,Business,3,1,14,August,Bus,Intellectual Pursuits,EN
2369,John Cline,Female,62,Ski Resort,Warm,Low,Business,1,0,3,June,Car,Physical Sports,FR
2370,Jerry Ramirez,Male,48,Village,Hot,High,Business,2,1,7,June,Train,Intellectual Pursuits,EN
2371,Douglas Gonzalez,Female,26,Spa Retreat,Hot,High,Business,4,0,11,August,Ferry,Intellectual Pursuits,FR
2372,Anthony Chavez,Female,49,Ski Resort,Warm,Low,Business,1,1,5,June,Train,Creative Arts,FR
2373,James Delgado,Female,28,Countryside,Warm,High,Business,2,0,9,June,Car,Creative Arts,FR
2374,Lori Barber,Male,58,Countryside,Warm,Medium,Business,5,1,3,August,Bus,Creative Arts,FR
2375,Melissa Simmons,Female,62,Island,Hot,High,Leisure,2,1,8,June,Ferry,Physical Sports,ZH
2376,Richard Riggs,Male,37,City,Hot,Low,Leisure,1,1,8,July,Train,Physical Sports,EN
2377,Michele Richard,Male,33,Countryside,Cold,High,Business,2,0,14,August,Train,Outdoor Exploration,FR
2378,Patricia Shannon,Female,45,Island,Cold,Medium,Business,2,1,13,June,Airplane,Outdoor Exploration,FR
2379,Jared Elliott,Female,55,Spa Retreat,Hot,Low,Leisure,1,0,14,August,Ferry,Creative Arts,ZH
2380,David Summers,Male,40,Mountain,Cold,High,Leisure,1,0,3,August,Ferry,Physical Sports,EN
2381,Bradley Fry,Male,30,Mountain,Hot,High,Leisure,5,0,3,July,Airplane,Creative Arts,EN
2382,Cheyenne Brandt,Male,37,Island,Hot,Low,Leisure,1,1,5,July,Ferry,Outdoor Exploration,ZH
2383,James Brown,Female,52,Mountain,Warm,Medium,Business,3,0,14,August,Train,Intellectual Pursuits,ZH
2384,Lisa Hubbard,Male,25,Mountain,Warm,Medium,Business,5,1,7,June,Bus,Physical Sports,FR
2385,James Alvarez,Male,45,Island,Hot,High,Leisure,1,1,11,June,Car,Intellectual Pursuits,EN
2386,Tina Ali,Male,51,Photography Expedition,Cold,Low,Leisure,5,0,6,June,Car,Intellectual Pursuits,ZH
2387,Heather Walker,Female,25,Village,Warm,Low,Business,2,1,11,June,Train,Intellectual Pursuits,EN
2388,Donna Le,Female,62,Island,Warm,Medium,Leisure,2,1,1,August,Bus,Outdoor Exploration,EN
2389,Mr. William Ward MD,Female,27,Mountain,Cold,Medium,Business,1,1,4,June,Train,Creative Arts,FR
2390,Ernest Greer,Male,33,Lake,Cold,High,Business,5,0,7,August,Ferry,Culinary,ZH
2391,Jason Wright DDS,Female,53,City,Warm,Medium,Business,5,0,13,June,Ferry,Intellectual Pursuits,EN
2392,Matthew Vaughan,Female,38,Island,Cold,High,Leisure,2,0,6,August,Bus,Physical Sports,EN
2393,Faith Bolton,Female,30,Ski Resort,Warm,Medium,Leisure,5,1,11,August,Ferry,Physical Sports,EN
2394,Christian Bradley,Female,46,Lake,Hot,Medium,Leisure,4,0,5,June,Car,Culinary,EN
2395,Elizabeth Reynolds,Female,36,Countryside,Warm,High,Leisure,2,1,4,June,Car,Outdoor Exploration,FR
2396,Madison Bell,Female,29,Village,Cold,High,Leisure,2,1,10,July,Bus,Outdoor Exploration,FR
2397,Austin Russell,Female,48,Mountain,Hot,High,Leisure,3,1,6,July,Car,Culinary,ZH
2398,Nancy Bass,Female,52,Lake,Cold,High,Leisure,2,0,11,August,Train,Intellectual Pursuits,FR
2399,Michael Manning,Female,32,Lake,Cold,High,Leisure,1,0,2,June,Train,Culinary,FR
2400,Kimberly Lloyd,Female,38,Island,Hot,Medium,Business,4,1,2,August,Car,Creative Arts,EN
2401,Austin Singh,Male,40,Photography Expedition,Hot,Medium,Leisure,5,0,12,August,Bus,Physical Sports,FR
2402,Lisa Collins,Female,58,Island,Warm,Medium,Leisure,3,1,14,June,Train,Intellectual Pursuits,EN
2403,Kelly Jones,Female,48,City,Cold,Medium,Business,3,0,3,July,Car,Culinary,FR
2404,Jeffrey Terry,Female,54,Countryside,Hot,High,Business,4,1,4,August,Car,Culinary,FR
2405,Nathan Perkins,Male,26,Village,Cold,Medium,Business,1,0,4,June,Ferry,Physical Sports,ZH
2406,Jeffrey Wilson,Female,46,Winery,Warm,High,Leisure,4,1,14,August,Train,Culinary,EN
2407,Jamie Delgado,Male,21,Photography Expedition,Hot,Medium,Business,2,0,8,August,Ferry,Outdoor Exploration,ZH
2408,Richard Mack,Male,46,Photography Expedition,Cold,High,Business,2,1,1,July,Bus,Physical Sports,EN
2409,Audrey Brown,Male,46,City,Warm,High,Leisure,1,0,5,August,Ferry,Intellectual Pursuits,ZH
2410,Gloria Branch,Male,43,Island,Cold,Medium,Leisure,1,0,2,August,Bus,Outdoor Exploration,EN
2411,Julie Petty,Female,49,Island,Cold,High,Leisure,5,1,4,July,Train,Physical Sports,ZH
2412,Donna Walls,Female,23,Ski Resort,Cold,Low,Leisure,2,1,2,July,Ferry,Outdoor Exploration,FR
2413,Barbara Harrison,Female,58,Ski Resort,Warm,High,Business,5,0,11,August,Car,Creative Arts,FR
2414,Shannon Diaz,Male,42,Island,Cold,Medium,Business,2,1,1,August,Bus,Intellectual Pursuits,ZH
2415,Margaret Rivera,Female,47,Winery,Cold,Low,Business,5,0,14,June,Airplane,Physical Sports,FR
2416,Jill Robinson,Female,39,Spa Retreat,Warm,Medium,Business,4,0,10,August,Bus,Culinary,ZH
2417,Stacy Hodge,Male,27,Island,Cold,Medium,Business,2,0,10,June,Car,Culinary,FR
2418,Jeffrey Wells,Female,21,Mountain,Hot,High,Leisure,5,1,7,July,Airplane,Physical Sports,ZH
2419,Joel Warren,Female,55,City,Hot,High,Business,2,0,1,June,Bus,Physical Sports,EN
2420,Lawrence Parker,Female,62,Spa Retreat,Hot,Medium,Business,4,1,13,June,Bus,Culinary,FR
2421,Brian Ramos,Female,24,Winery,Cold,Medium,Business,2,0,10,August,Bus,Intellectual Pursuits,EN
2422,Andrea Chapman,Female,26,Village,Warm,Low,Business,5,0,5,August,Train,Culinary,ZH
2423,Sandra Holmes,Female,59,Island,Hot,Medium,Business,3,1,6,June,Ferry,Culinary,FR
2424,Michael Lewis,Male,54,Winery,Warm,High,Business,2,0,14,August,Ferry,Intellectual Pursuits,ZH
2425,Jacob Murphy,Male,26,Winery,Cold,High,Leisure,5,1,3,June,Car,Physical Sports,ZH
2426,Susan Moore,Male,45,Countryside,Cold,Medium,Business,3,0,6,August,Train,Culinary,ZH
2427,Brian Garcia,Male,24,Spa Retreat,Cold,Medium,Business,4,0,6,August,Car,Outdoor Exploration,ZH
2428,Bethany Pollard,Female,55,Countryside,Warm,Low,Leisure,1,1,5,July,Airplane,Outdoor Exploration,FR
2429,Todd Johnson,Male,31,Village,Hot,Low,Leisure,3,1,14,June,Train,Creative Arts,FR
2430,Alyssa Colon,Female,32,Mountain,Warm,High,Leisure,3,1,13,June,Train,Culinary,EN
2431,Richard Roberts,Male,60,Island,Hot,Medium,Business,1,1,10,June,Airplane,Creative Arts,EN
2432,Edward Gilmore,Female,26,Ski Resort,Cold,Low,Business,4,1,12,July,Car,Physical Sports,ZH
2433,Cindy Baker,Male,40,Island,Hot,Low,Leisure,4,0,7,June,Car,Physical Sports,FR
2434,Andrea Williams,Female,21,Spa Retreat,Hot,High,Leisure,2,0,6,July,Train,Outdoor Exploration,FR
2435,Linda Anderson,Male,36,Mountain,Cold,High,Leisure,2,1,13,July,Airplane,Physical Sports,FR
2436,Lisa Sloan,Female,58,Spa Retreat,Warm,Low,Business,4,0,9,August,Car,Intellectual Pursuits,EN
2437,David Bailey,Male,64,Lake,Warm,Low,Business,2,0,11,June,Airplane,Intellectual Pursuits,FR
2438,James Le,Female,60,Winery,Cold,Low,Leisure,2,0,13,July,Car,Outdoor Exploration,EN
2439,Marcus Howard,Female,47,Photography Expedition,Hot,Medium,Leisure,5,0,6,August,Bus,Intellectual Pursuits,ZH
2440,Brenda Chung,Female,38,Mountain,Hot,High,Business,3,1,5,July,Airplane,Culinary,ZH
2441,Kenneth Walker,Male,34,Spa Retreat,Hot,Low,Leisure,4,1,7,June,Airplane,Intellectual Pursuits,ZH
2442,Shane Anderson,Female,18,Photography Expedition,Hot,High,Business,5,0,4,June,Ferry,Outdoor Exploration,EN
2443,Parker Williams,Male,26,Winery,Warm,High,Business,5,1,2,June,Car,Intellectual Pursuits,EN
2444,Carrie Tran,Male,60,Village,Hot,Low,Business,5,1,14,June,Car,Outdoor Exploration,ZH
2445,Daniel Santos,Female,54,Ski Resort,Hot,High,Leisure,5,0,11,August,Bus,Physical Sports,EN
2446,Tonya Estrada,Male,59,Lake,Hot,High,Leisure,1,1,3,June,Ferry,Outdoor Exploration,FR
2447,Juan Torres,Male,32,Countryside,Cold,High,Leisure,4,0,3,June,Train,Culinary,EN
2448,Mr. Robert Long DDS,Male,52,Countryside,Hot,High,Business,4,1,14,July,Car,Intellectual Pursuits,EN
2449,Megan Reid,Female,22,Photography Expedition,Warm,Low,Business,3,0,14,August,Car,Creative Arts,ZH
2450,Andrea Smith,Female,34,Island,Cold,Low,Leisure,3,0,12,August,Airplane,Outdoor Exploration,EN
2451,Ernest Robertson,Female,49,City,Warm,Low,Leisure,2,0,14,August,Bus,Physical Sports,FR
2452,Kurt Herrera,Male,42,Spa Retreat,Warm,Medium,Leisure,3,1,11,August,Train,Intellectual Pursuits,ZH
2453,George Mueller,Male,27,Winery,Warm,High,Leisure,4,1,2,July,Train,Intellectual Pursuits,ZH
2454,Veronica Weeks,Female,28,Village,Hot,Medium,Leisure,2,0,11,August,Train,Physical Sports,ZH
2455,Kenneth Fernandez,Female,25,Countryside,Cold,High,Leisure,5,1,13,August,Train,Culinary,FR
2456,Dr. David Doyle II,Male,21,Mountain,Hot,Low,Leisure,3,0,5,July,Car,Physical Sports,EN
2457,Jeffrey Davis MD,Male,31,Countryside,Hot,Low,Leisure,3,0,3,August,Train,Physical Sports,FR
2458,Tammy James,Male,28,Ski Resort,Hot,Medium,Business,4,1,3,June,Ferry,Outdoor Exploration,FR
2459,Derek Holder,Male,48,Ski Resort,Hot,Low,Leisure,5,1,11,June,Train,Culinary,EN
2460,Jonathan Kelly,Male,45,Countryside,Hot,Medium,Leisure,1,1,6,June,Airplane,Intellectual Pursuits,ZH
2461,David Walter,Female,34,Village,Hot,Medium,Leisure,1,0,9,August,Car,Outdoor Exploration,FR
2462,Rebecca Ford,Female,24,Countryside,Hot,High,Leisure,5,1,8,July,Train,Intellectual Pursuits,FR
2463,Amanda Richards,Male,30,Island,Cold,Medium,Leisure,3,0,3,July,Car,Physical Sports,ZH
2464,Kenneth Bass,Female,18,Winery,Warm,High,Business,5,1,8,July,Ferry,Physical Sports,FR
2465,Jonathan Sanchez,Male,24,Ski Resort,Cold,High,Leisure,1,1,5,July,Train,Physical Sports,FR
2466,Vanessa Hodges,Female,37,Village,Hot,High,Business,2,0,1,August,Airplane,Culinary,EN
2467,James Thomas,Female,36,Countryside,Cold,High,Business,2,1,8,August,Bus,Physical Sports,FR
2468,Timothy Glenn,Male,49,Island,Hot,Medium,Business,1,1,9,July,Ferry,Intellectual Pursuits,EN
2469,Robert Johnson,Female,50,Ski Resort,Hot,Low,Leisure,3,0,5,August,Bus,Intellectual Pursuits,FR
2470,Jeffrey Thompson,Female,33,Ski Resort,Cold,Medium,Leisure,5,1,6,July,Ferry,Outdoor Exploration,ZH
2471,Martin Nelson,Male,47,Spa Retreat,Warm,Medium,Business,5,1,14,July,Bus,Outdoor Exploration,FR
2472,Gregory Williams,Female,38,Spa Retreat,Warm,High,Leisure,1,1,8,June,Ferry,Intellectual Pursuits,EN
2473,Theresa Williams,Male,20,City,Cold,High,Business,1,1,6,July,Bus,Physical Sports,EN
2474,Jessica Reilly,Male,59,Mountain,Warm,Medium,Business,1,1,12,June,Car,Creative Arts,ZH
2475,Angela Jones,Male,35,City,Hot,Low,Leisure,5,0,9,June,Car,Physical Sports,EN
2476,John Smith,Female,22,Photography Expedition,Warm,Low,Leisure,2,1,6,June,Train,Culinary,ZH
2477,Carolyn Acosta,Male,42,Countryside,Cold,High,Leisure,5,1,3,July,Train,Creative Arts,ZH
2478,Teresa Nelson,Male,27,Spa Retreat,Warm,High,Business,5,1,5,July,Airplane,Culinary,ZH
2479,Brian Clay,Female,23,Photography Expedition,Hot,High,Leisure,4,1,9,July,Train,Outdoor Exploration,ZH
2480,Kimberly Welch,Female,18,Countryside,Cold,Medium,Business,1,0,8,July,Bus,Culinary,EN
2481,Danielle Garcia,Male,35,Winery,Hot,Medium,Business,1,0,10,June,Airplane,Creative Arts,ZH
2482,Robert Murray,Male,18,Spa Retreat,Warm,Medium,Business,5,0,5,August,Airplane,Creative Arts,ZH
2483,Diane Jones,Female,47,Winery,Hot,Medium,Leisure,5,0,5,August,Airplane,Creative Arts,ZH
2484,James Simpson,Male,43,Mountain,Warm,Medium,Leisure,2,0,13,June,Ferry,Outdoor Exploration,EN
2485,David Smith,Female,26,Winery,Warm,Medium,Business,3,0,5,June,Airplane,Culinary,FR
2486,Autumn Dudley,Male,47,Island,Warm,Low,Leisure,1,1,3,June,Airplane,Culinary,EN
2487,Sandy Parker DDS,Female,49,Ski Resort,Warm,Low,Leisure,3,1,14,July,Ferry,Creative Arts,FR
2488,Denise Hatfield,Male,34,Spa Retreat,Cold,High,Leisure,2,1,2,July,Train,Culinary,ZH
2489,Dwayne Hernandez,Male,52,City,Warm,Medium,Business,1,0,9,August,Train,Intellectual Pursuits,ZH
2490,Jenna Freeman,Female,36,City,Warm,High,Leisure,3,1,12,July,Car,Culinary,EN
2491,Robert Sanchez,Male,46,Countryside,Cold,Medium,Business,3,1,2,August,Bus,Creative Arts,FR
2492,James Green,Female,49,Winery,Hot,High,Business,2,0,8,July,Ferry,Creative Arts,EN
2493,Anthony Burton,Female,47,Lake,Cold,High,Business,2,1,9,June,Car,Intellectual Pursuits,FR
2494,Stephanie Mccormick,Female,44,Island,Hot,Low,Leisure,5,1,9,July,Ferry,Culinary,ZH
2495,David Burke,Male,62,Mountain,Warm,High,Business,1,1,3,July,Ferry,Outdoor Exploration,EN
2496,Julie Weaver,Male,28,Lake,Hot,Low,Business,2,1,3,August,Train,Creative Arts,ZH
2497,George Miller,Female,54,Ski Resort,Cold,Medium,Business,2,0,7,July,Train,Culinary,ZH
2498,Shelley Anderson,Female,44,Spa Retreat,Warm,Low,Business,3,1,1,August,Train,Outdoor Exploration,EN
2499,Jonathan Stein,Male,60,Village,Warm,Medium,Business,2,0,5,August,Airplane,Creative Arts,EN
2500,Robert Sutton,Female,63,Island,Cold,High,Business,4,0,3,August,Car,Creative Arts,FR
2501,Annette Berry,Female,48,Lake,Warm,High,Leisure,4,1,10,June,Ferry,Physical Sports,FR
2502,Mark Saunders,Male,39,Village,Hot,High,Leisure,4,1,1,June,Airplane,Physical Sports,FR
2503,Cody Berg,Female,55,Island,Hot,High,Leisure,5,1,1,June,Train,Outdoor Exploration,ZH
2504,Michele Murray,Female,19,City,Hot,Low,Business,4,1,12,July,Bus,Culinary,FR
2505,Troy Ibarra,Female,49,Winery,Hot,Low,Leisure,2,0,12,June,Ferry,Outdoor Exploration,FR
2506,Renee Murphy,Male,47,Ski Resort,Warm,High,Business,2,1,6,July,Car,Creative Arts,ZH
2507,Alan Davis,Female,36,Village,Warm,High,Leisure,5,1,5,August,Car,Outdoor Exploration,EN
2508,Kyle Robinson,Male,42,Ski Resort,Warm,High,Business,3,1,1,June,Train,Physical Sports,EN
2509,Joshua Rivera,Female,53,Island,Warm,Low,Leisure,4,1,2,August,Airplane,Physical Sports,EN
2510,Veronica Weeks,Male,59,Island,Cold,Medium,Leisure,4,1,4,August,Bus,Creative Arts,ZH
2511,Travis Caldwell,Male,35,Lake,Cold,Medium,Leisure,5,0,9,August,Bus,Culinary,FR
2512,Danny Kelley,Male,38,Ski Resort,Warm,Medium,Leisure,3,0,5,August,Train,Culinary,EN
2513,Jessica Carpenter,Male,43,Winery,Cold,High,Leisure,5,1,13,August,Train,Culinary,EN
2514,Melissa Eaton,Female,32,Photography Expedition,Cold,Low,Business,4,1,3,July,Airplane,Outdoor Exploration,FR
2515,Colton Davis,Male,30,Countryside,Hot,Low,Leisure,2,1,10,August,Car,Culinary,FR
2516,Richard Gill,Male,36,Spa Retreat,Warm,Medium,Business,4,1,5,June,Airplane,Physical Sports,ZH
2517,Jamie Zamora,Female,44,Mountain,Cold,Medium,Business,1,0,6,June,Airplane,Creative Arts,EN
2518,Dwayne Santiago,Male,36,City,Cold,Low,Business,1,1,5,August,Car,Culinary,EN
2519,Thomas Austin,Female,52,Lake,Hot,Medium,Business,3,1,13,August,Ferry,Culinary,EN
2520,Steven Lewis,Male,59,Winery,Cold,Low,Business,1,0,1,August,Car,Intellectual Pursuits,EN
2521,Kent Lewis,Female,52,Mountain,Hot,High,Business,5,0,14,July,Train,Outdoor Exploration,FR
2522,Laura Dominguez,Female,61,Mountain,Warm,Low,Leisure,4,0,6,August,Bus,Outdoor Exploration,EN
2523,Wayne Melton,Male,35,Ski Resort,Hot,Low,Leisure,5,0,6,August,Ferry,Culinary,FR
2524,Ashley Soto,Female,27,City,Hot,High,Business,1,1,11,June,Airplane,Culinary,FR
2525,Dr. Jason Higgins,Female,28,Photography Expedition,Cold,High,Leisure,5,0,9,June,Bus,Outdoor Exploration,FR
2526,Cindy Duncan,Female,61,Lake,Hot,Medium,Leisure,5,0,3,June,Airplane,Intellectual Pursuits,EN
2527,James Oneal MD,Male,21,City,Cold,Medium,Leisure,2,0,14,July,Bus,Culinary,EN
2528,Barbara Brewer,Male,37,Spa Retreat,Hot,High,Business,4,1,11,July,Car,Culinary,FR
2529,Cynthia Gomez,Female,48,Island,Hot,Low,Leisure,1,0,4,June,Airplane,Outdoor Exploration,ZH
2530,Erica Chavez,Male,58,Countryside,Hot,Low,Leisure,1,0,10,July,Ferry,Culinary,FR
2531,Cynthia Miles,Male,63,Countryside,Hot,Low,Business,5,0,8,July,Train,Creative Arts,ZH
2532,Victoria Beck,Male,45,Winery,Hot,High,Leisure,1,1,9,June,Train,Physical Sports,ZH
2533,Ana Estes,Male,61,Mountain,Warm,Low,Business,2,1,8,August,Train,Intellectual Pursuits,EN
2534,Zachary Warren,Female,55,Lake,Warm,Medium,Business,2,0,14,August,Ferry,Creative Arts,FR
2535,Russell Gardner,Female,37,Ski Resort,Warm,Low,Business,4,0,1,July,Ferry,Physical Sports,EN
2536,Laura Khan,Female,46,Ski Resort,Hot,Low,Leisure,5,1,12,August,Airplane,Culinary,FR
2537,David Cross,Male,45,Mountain,Cold,Low,Business,4,1,4,August,Ferry,Physical Sports,EN
2538,Monica Keith,Male,46,Winery,Cold,Low,Leisure,2,0,14,August,Airplane,Outdoor Exploration,EN
2539,Mark Durham,Male,30,Island,Warm,High,Business,4,0,7,August,Car,Outdoor Exploration,EN
2540,Mrs. Rebecca Stephens,Male,52,Ski Resort,Hot,High,Leisure,1,1,2,June,Airplane,Intellectual Pursuits,ZH
2541,Vincent Anderson,Female,43,Mountain,Cold,Low,Leisure,5,1,8,August,Bus,Outdoor Exploration,EN
2542,Tina Davis,Female,35,Winery,Warm,Low,Leisure,2,0,2,June,Airplane,Physical Sports,EN
2543,Pamela Bryant,Male,56,Photography Expedition,Warm,Medium,Leisure,5,0,7,August,Train,Physical Sports,FR
2544,Angel Juarez,Male,48,Spa Retreat,Cold,High,Leisure,2,0,8,June,Train,Creative Arts,EN
2545,Julie Ramsey,Male,54,Winery,Warm,Medium,Business,4,1,9,June,Bus,Outdoor Exploration,FR
2546,Arthur Cardenas,Male,35,Ski Resort,Cold,Medium,Business,1,0,4,July,Bus,Physical Sports,FR
2547,Brendan Patel,Female,18,Mountain,Warm,Medium,Business,2,0,6,June,Car,Creative Arts,FR
2548,Thomas Hansen,Female,41,Ski Resort,Hot,Medium,Leisure,4,0,8,August,Ferry,Intellectual Pursuits,ZH
2549,Danielle Rodriguez,Male,59,Mountain,Warm,Medium,Business,1,0,11,July,Airplane,Outdoor Exploration,FR
2550,Melissa Wallace,Female,26,Ski Resort,Warm,High,Business,2,0,3,June,Train,Physical Sports,EN
2551,Natalie White,Female,25,Photography Expedition,Cold,Low,Leisure,3,0,3,July,Ferry,Physical Sports,ZH
2552,Matthew Davis,Female,34,Countryside,Hot,Low,Business,1,0,2,July,Ferry,Physical Sports,EN
2553,Thomas Woods,Female,41,Island,Cold,High,Leisure,4,0,5,August,Ferry,Creative Arts,ZH
2554,David Cortez,Male,53,Island,Hot,High,Business,4,0,6,August,Ferry,Physical Sports,ZH
2555,Wendy Davis,Female,24,Lake,Cold,High,Leisure,1,1,2,July,Ferry,Creative Arts,EN
2556,Casey Johnson,Male,22,City,Hot,High,Business,4,0,8,June,Car,Outdoor Exploration,FR
2557,Sarah Carlson,Male,54,Winery,Cold,High,Leisure,5,0,3,June,Bus,Culinary,ZH
2558,Diana Jones,Male,25,Photography Expedition,Hot,Low,Business,2,0,14,June,Airplane,Culinary,ZH
2559,Emily Lane,Female,37,Island,Cold,High,Business,3,0,1,August,Car,Intellectual Pursuits,FR
2560,Alexa Ross,Male,24,Winery,Cold,High,Leisure,1,0,2,August,Ferry,Culinary,ZH
2561,Pamela Ponce,Male,28,Spa Retreat,Hot,Medium,Business,3,0,3,June,Train,Intellectual Pursuits,EN
2562,Dustin Moreno,Male,62,Ski Resort,Warm,High,Business,3,0,2,July,Airplane,Creative Arts,EN
2563,Louis Dixon,Male,51,Island,Warm,High,Leisure,2,1,13,August,Train,Culinary,ZH
2564,James Parker,Male,46,Village,Hot,Low,Business,5,0,3,July,Airplane,Physical Sports,EN
2565,Joseph Bradley,Female,37,Spa Retreat,Warm,Medium,Business,2,0,10,June,Car,Intellectual Pursuits,FR
2566,Amanda Roberts,Male,29,Ski Resort,Warm,High,Leisure,3,0,6,June,Train,Physical Sports,ZH
2567,Aaron Hernandez,Male,44,Photography Expedition,Cold,Low,Leisure,5,1,2,June,Airplane,Physical Sports,EN
2568,Rachel Maldonado,Male,57,Island,Warm,Low,Business,4,1,10,July,Car,Creative Arts,ZH
2569,Christina Hooper,Female,47,Island,Hot,High,Leisure,5,1,5,August,Car,Intellectual Pursuits,ZH
2570,Sara Palmer,Female,57,Island,Cold,Low,Business,1,0,12,June,Bus,Intellectual Pursuits,ZH
2571,Ashley Flores,Female,20,Photography Expedition,Hot,Low,Leisure,5,1,14,June,Bus,Culinary,ZH
2572,Anthony Garrison,Female,28,Photography Expedition,Hot,Low,Leisure,3,0,13,June,Train,Outdoor Exploration,EN
2573,Jeremy Smith,Female,45,Mountain,Hot,Low,Leisure,2,1,14,August,Airplane,Culinary,EN
2574,Jessica Long,Female,26,Lake,Hot,Low,Business,3,0,14,July,Airplane,Culinary,FR
2575,Karen Love,Male,29,Ski Resort,Hot,Low,Leisure,1,1,2,August,Train,Physical Sports,FR
2576,Jade Oconnor,Male,49,Village,Cold,Medium,Business,3,1,13,July,Bus,Intellectual Pursuits,ZH
2577,Phillip Bass,Male,45,City,Hot,Medium,Leisure,4,1,9,August,Ferry,Physical Sports,EN
2578,Robert Johnson,Male,51,Village,Cold,Low,Leisure,2,0,13,June,Airplane,Physical Sports,ZH
2579,Angela Brown,Male,47,Ski Resort,Warm,Medium,Leisure,1,0,13,June,Bus,Culinary,EN
2580,Amanda Parker,Female,24,Ski Resort,Cold,High,Leisure,2,0,12,June,Airplane,Physical Sports,ZH
2581,Kimberly Chapman,Female,63,Ski Resort,Warm,Low,Business,4,0,9,July,Train,Creative Arts,FR
2582,Heather Hill,Female,59,Village,Hot,High,Business,2,1,9,June,Bus,Intellectual Pursuits,ZH
2583,Peter Parker,Male,36,Ski Resort,Warm,High,Leisure,5,1,7,August,Train,Outdoor Exploration,FR
2584,Larry Chen,Male,18,Countryside,Cold,Low,Business,4,0,9,July,Train,Culinary,FR
2585,Tanner Sandoval,Female,43,Winery,Warm,High,Business,3,1,6,July,Airplane,Culinary,FR
2586,Bruce Garrett,Male,44,Spa Retreat,Hot,Low,Leisure,2,0,7,July,Airplane,Culinary,FR
2587,Gary Cobb,Male,47,Ski Resort,Warm,Medium,Leisure,1,0,4,July,Bus,Intellectual Pursuits,ZH
